,open,high,low,close,volume,hist,macd_long,macd_short,ret_5d,ret_3d,ret_2d,ret_1d,ret_10d,mom,ind1,final_sig,ticker
2020-04-24,38.32,38.91,37.675,37.87,2389800.0,0.27692801073572476,-0.2529230482615021,0.02400496247422268,,,,,,0.4119471526836704,1.0,1.0,NUE
2020-04-24,31.28,32.6484,30.3026,31.23,577037.0,0.13763197333101607,0.5254055595226803,0.6630375328536964,,,,,,0.7252199331364478,1.0,1.0,REYN
2020-04-24,14.78,14.9,14.53,14.74,5059836.0,0.12869937051203761,-0.8569867215286755,-0.7282873510166379,,,,,,0.3507700121017206,1.0,1.0,IPG
2020-04-24,8.73,8.91,8.65,8.83,3409256.0,0.10201187774483189,-0.5087397299606445,-0.40672785221581265,,,,,,0.6399097306499313,1.0,1.0,NWSA
2020-04-24,23.35,26.495,22.98,26.06,836789.0,0.7983592039173746,-2.953057342658418,-2.1546981387410433,,,,,,0.6697836711308675,1.0,1.0,TCBI
2020-04-24,24.95,25.26,24.7,25.12,1500999.0,0.3111734300084189,-0.9222701698009376,-0.6110967397925187,,,,,,0.48102708274945155,1.0,1.0,JBL
2020-04-24,61.11,61.96,59.68,61.53,1027077.0,0.8699693290411439,-2.3978873340360956,-1.5279180049949517,,,,,,0.6373288441886319,1.0,1.0,ALB
2020-04-24,177.82,178.17,170.325,176.51,409981.0,0.10943447395835726,-7.70367518811973,-7.594240714161373,,,,,,0.03424621856612928,1.0,1.0,LII
2020-04-24,64.28,66.53,63.67,66.0,2448891.0,1.836156568317445,-1.1978469458443004,0.6383096224731446,,,,,,0.9024149762281541,1.0,1.0,XPO
2020-04-24,920.8833,920.8833,886.345,887.02,15334.0,1.3394288670841359,-12.080867859450192,-10.741438992366056,,,,,,0.07814222215214311,1.0,1.0,WTM
2020-04-24,33.19,34.09,32.3,33.63,1518477.0,0.6947111824574446,-1.24079540452996,-0.5460842220725155,,,,,,0.8151215765337225,1.0,1.0,AN
2020-04-24,190.0,196.25,188.61,195.54,883082.0,3.1140475137663204,5.510301843324828,8.624349357091148,,,,,,1.550640253636189,1.0,1.0,WST
2020-04-24,8.94,9.34,7.78,8.35,2989583.0,0.4904629096185613,-1.1751337923776286,-0.6846708827590673,,,,,,0.6485230552463628,1.0,1.0,APY
2020-04-24,40.43,40.94,39.54,40.7,345416.0,0.47258435009089483,-1.3956806942563316,-0.9230963441654367,,,,,,0.40138030642104483,1.0,1.0,WLK
2020-04-24,116.4,117.15,110.39,112.18,127856.0,1.0894699832459693,-0.6993711831419844,0.3900988001039849,,,,,,0.5012437425695865,1.0,1.0,VMI
2020-04-24,105.42,107.3,102.24,106.05,956469.0,1.1030218573281307,-1.5699435178375585,-0.46692166050942774,,,,,,0.3711114108436881,1.0,1.0,URI
2020-04-24,156.48,158.075,153.44,156.09,4351392.0,1.5580655623515343,0.07908585473783619,1.6371514170893704,,,,,,0.6150516653563245,1.0,1.0,UNP
2020-04-24,77.79,80.36,77.13,78.96,1087615.0,1.4059835010512192,-5.351019489407628,-3.945035988356409,,,,,,0.6014590566392068,1.0,1.0,MHK
2020-04-24,8.75,8.97,8.38,8.6,9552102.0,0.1678460419682184,-1.262375783442158,-1.0945297414739397,,,,,,0.5473264392593858,1.0,1.0,KIM
2020-04-24,12.33,12.88,12.16,12.74,1627151.0,0.12926171452937285,-0.6609564218318578,-0.5316947073024849,,,,,,0.466708627272117,1.0,1.0,ASB
2020-04-24,34.64,35.64,34.15,35.0,784347.0,0.39115998482146463,-1.4657290185129324,-1.0745690336914677,,,,,,0.38462603300946646,1.0,1.0,BPOP
2020-04-24,9.4,9.53,8.91,9.17,4434564.0,0.2372920021525573,-1.2821341481208375,-1.0448421459682802,,,,,,0.6664618248925774,1.0,1.0,BRX
2020-04-24,16.5,16.64,16.12,16.55,547068.0,0.12240761675131417,-0.5455395975883734,-0.4231319808370593,,,,,,0.519374800945255,1.0,1.0,TRN
2020-04-24,49.56,49.68,48.405,49.47,372841.0,0.6185103067480102,-1.018633231051456,-0.40012292430344587,,,,,,0.5902832626129552,1.0,1.0,ITT
2020-04-24,50.56,51.04,48.22,50.63,380297.0,0.6013854721978324,-2.315760240686216,-1.7143747684883834,,,,,,0.3549783717723752,1.0,1.0,CLH
2020-04-24,43.52,46.12,43.01,45.79,1285772.0,1.36240416819202,-4.1318894665145205,-2.7694852983225005,,,,,,0.6455507650640478,1.0,1.0,TPX
2020-04-24,78.8,79.39,77.16,78.79,1363732.0,0.9163203182237418,-1.6878169348541712,-0.7714966166304293,,,,,,0.5954951608980998,1.0,1.0,CE
2020-04-24,9.42,9.95,9.14,9.72,6221368.0,0.9719228112544349,-2.6731696490080856,-1.7012468377536507,,,,,,0.8151953336588026,1.0,1.0,TRGP
