,Company,ESP,Estimate_eps,Estimate_sales,Reported_eps,Reported_sales,cap,symbol,timing,before,after,close,spy_before,spy_after,cons,beta,r2,dev,macd_before,macd_after,close_ret,spy_ret,target,alpha,earn_surp,sales_ratio,sales_surp,pre,pre_target,pre_target_low
2020-07-28,Hoya Corp.,-0.47,1.11,1023.15,0.64,1057.4,36991.0,HOCPY,bmo,100.37,0.0,,322.96,320.95,-0.0006145953208086512,0.5178112610608334,0.2349808879686845,-0.2169968075826344,-0.2405247432511435,-0.31139305255273864,,-0.006223680951201405,-0.0038372874025905377,0.0038372874025905377,-0.4700000000000001,0.028585331567137953,0.03347505253384164,0.00737912088113316,101.11064236283934,98.60139236283933
2020-07-28,Tokyo Electron...,+0.25,0.6,2435.19,0.85,2927.22,42648.0,TOELY,bmo,69.15,0.0,,322.96,320.95,-0.0014955778181728985,0.8100160220061668,0.4537568114854072,1.5154417314990094,-0.3903187544343405,-0.3875639088628899,,-0.006223680951201405,-0.006536859104500617,0.006536859104500617,0.25,0.06863674732695554,0.20204994271494203,0.009041550749061163,69.77522323429758,68.04647323429758
2020-07-28,The Sherwinwill...,+1.41,5.69,4556.24,7.1,4604.0,56298.0,SHW,bmo,625.52,0.04260455301189414,,322.96,320.95,-0.0003377948738601526,1.0357603686459318,0.6374047210491852,2.886535112705928,4.372022065367222,2.9678068516802854,,-0.006223680951201405,-0.0067840369502111825,0.04938858996210532,1.4099999999999993,0.08177910405342996,0.010482327533229308,0.039529924175013824,650.2467581699545,634.6087581699546
2020-07-28,Raytheon Techno...,+0.30,0.1,13982.85,0.4,14061.0,53763.0,RTX,bmo,61.09,0.009003110165329842,,322.96,320.95,0.004466309343191379,1.3517640289816315,0.2532220591767657,0.2737643288164153,0.17407399530579434,0.22204091815086946,,-0.006223680951201405,-0.0039466386945008645,0.012949748859830707,0.30000000000000004,0.2615367446013057,0.005588989369120112,-0.0037183327925982357,60.86284704970018,59.335597049700176
2020-07-28,Ecolab Inc.,-0.18,0.83,2842.07,0.65,2685.7,60750.0,ECL,bmo,212.04,-0.030890398038105893,,322.96,320.95,0.0003720356198847875,1.1150465202678437,0.6744186676769612,-0.6753636098947532,0.4883072848711023,0.9677698953844408,,-0.006223680951201405,-0.006567658168009602,-0.02432273987009629,-0.17999999999999994,0.04420905349794239,-0.0550197567266113,-0.03465990860687017,204.69071297899924,199.38971297899923
2020-07-28,Sensata Technol...,+0.02,0.16,583.52,0.18,576.51,6352.0,ST,bmo,41.77,-0.0421355039502036,,322.96,320.95,0.0012456033151413074,1.2181627364888503,0.5808296403791198,1.5167612812806173,0.2082284476916667,0.338352826946174,,-0.006223680951201405,-0.0063358529034077266,-0.035799651046795875,0.01999999999999999,0.09076039042821159,-0.012013298601590283,-0.04728903447896348,39.794737029813696,38.7504870298137
2020-07-28,Dte Energy Comp...,+0.22,1.31,2903.79,1.53,-999.0,22068.0,DTE,bmo,114.01,-0.02543636523112014,,322.96,320.95,0.0009237768452767596,1.1618119605234436,0.6790838870093525,-0.5861724722469488,0.3250470204300231,0.5936808075063635,,-0.006223680951201405,-0.006306970122310955,-0.019129395108809184,0.21999999999999997,-0.04526916802610114,-1.3440331428925645,-0.02820035038185402,110.79487805296483,107.94462805296483
2020-07-28,Rockwell Automa...,+0.14,1.13,1389.85,1.27,1394.0,26198.0,ROK,bmo,229.0,0.0,,322.96,320.95,-0.000701856305544433,1.1904319337898654,0.6154664381505707,0.22044744560591475,0.834588481528761,0.9246498313126076,,-0.006223680951201405,-0.00811072485557427,0.00811072485557427,0.14000000000000012,0.0532101687151691,0.0029859337338562497,0.009479861545518822,231.17088829392378,225.4458882939238
2020-07-28,"D.r. Horton, In...",+0.45,1.27,5027.07,1.72,5390.0,23176.0,DHI,bmo,66.57,0.030343998798257665,,322.96,320.95,-0.0005891324360773456,1.2373195300222628,0.5284649347272397,0.02190179907015397,0.6368512678661569,0.5097111614626213,,-0.006223680951201405,-0.008289814425626377,0.03863381322388404,0.44999999999999996,0.2325681739730756,0.07219513553620693,0.026629491187329633,68.34272522834053,66.67847522834053
2020-07-28,Msci Inc,+0.07,1.7,411.87,1.77,409.62,32239.0,MSCI,bmo,394.0,0.008908629441624294,,322.96,320.95,-0.0015436934808294913,1.1721412781657867,0.5883451058459789,-0.9643271795238116,1.3289502816855556,1.3201335111942392,,-0.006223680951201405,-0.008838726825866765,0.01774735626749106,0.07000000000000006,0.012705729085889761,-0.00546288877558454,0.021967008089206593,402.6550011871474,392.80500118714735
2020-07-28,Yandex N.v.,+0.04,0.05,594.73,0.09,591.9,18256.0,YNDX,bmo,57.89,-0.042494385904301324,,322.96,320.95,-0.0009833165652756695,1.0033677805890997,0.47862744729805,-0.4815527428682713,-0.03543822059941215,0.13494758448525968,,-0.006223680951201405,-0.00722795750837728,-0.035266428395924046,0.039999999999999994,0.032422217353198945,-0.0047584618230122055,-0.037677971986423586,55.70882220170594,54.26157220170594
2020-07-27,Encompass Healt...,,0.39,1062.1,0.31,1074.1,6565.0,EHC,amc,66.78,0.05555555555555536,,322.96,320.95,0.0003331326566806773,0.9964189852460792,0.5997946668215594,0.4393281739762349,0.8948608662972568,0.6985381906086028,,-0.006223680951201405,-0.0058682612012107786,0.061423816756766135,-0.08000000000000002,0.16361005331302358,0.011298371151492237,0.04484184488228712,69.77453840123914,68.10503840123914
2020-07-27,"Brown  Brown, I...",,0.29,574.69,0.34,598.8,12867.0,BRO,amc,45.49,0.01560782589580123,,322.96,320.95,-0.0005642790999447247,0.9418396182335672,0.6969608172698845,-0.8874460291345041,0.35349747724017466,0.34663992177160896,,-0.006223680951201405,-0.0064259883910317795,0.02203381428683301,0.050000000000000044,0.04653765446491023,0.04195305295028606,0.016388404058452485,46.235508500619005,45.09825850061901
2020-07-27,Ryanair Holding...,,-1.45,138.6,-0.93,137.83,16557.0,RYAAY,bmo,73.56,-0.05206634040239255,73.0,322.96,320.95,0.00010839960990244974,1.0562383199510148,0.3823026336076647,2.8784715169699924,0.3294706776809119,0.6230342050388501,-0.0076128330614464446,-0.006223680951201405,-0.006465290701905655,-0.045601049700486895,0.5199999999999999,0.008324575708159691,-0.005555555555555425,-0.046105096769726406,70.16850908161892,68.32950908161892
2020-07-27,Avery Dennison...,,1.12,1512.32,1.27,1528.5,10035.0,AVY,bmo,120.41,0.00041524790299796166,115.86,322.96,320.95,0.00032348269508265305,1.0548044228142266,0.5819877489587586,2.5654818327158933,0.4361293333228651,0.5592702266262224,-0.03778755917282617,-0.006223680951201405,-0.006241283498429242,0.006656531401427203,0.1499999999999999,0.1523168908819133,0.010698793906051662,-0.00031148736606269756,120.3724938062524,117.36224380625238
2020-07-27,Universal Healt...,,0.52,2428.44,2.93,2729.75,9179.0,UHS,amc,109.37,0.017280789978970423,,322.96,320.95,0.0022469053254856788,1.4578000367903583,0.581377291491272,0.5362892634206254,2.1540005640769158,2.117760399219798,,-0.006223680951201405,-0.0068259769941471805,0.024106766973117602,2.41,0.29739078330972873,0.12407553820559691,0.0019509474056730394,109.58337511775848,106.84912511775848
2020-07-27,"F5 Networks, In...",,2.05,572.01,2.18,583.25,9263.0,FFIV,amc,151.24,-0.04383760909812218,,322.96,320.95,0.00027775573044691733,0.8027613765291972,0.4610258038207215,0.8778031685324642,0.2068905495652773,0.9277508460796065,,-0.006223680951201405,-0.0047183749570180655,-0.03911923414110411,0.13000000000000034,0.06296556191298715,0.0196500061187741,-0.036773119887360255,145.67843334823564,141.89743334823564
2020-07-27,Sap Se,,1.28,7296.24,1.29,7423.38,189329.0,SAP,bmo,158.62,0.02307401336527537,164.87,322.96,320.95,-0.0006055948175282313,0.9051053056697126,0.660341823026322,0.32151907049142203,0.2040860696103932,0.3156568654711176,0.03940234522758801,-0.006223680951201405,-0.0062386814672561455,0.029312694832531516,0.010000000000000009,0.03920889034432126,0.01742541363770944,0.022168959566430127,162.13644036642714,158.17094036642715
2020-07-27,"Hasbro, Inc.",,0.19,976.04,0.02,860.28,10631.0,HAS,bmo,77.59,-0.032910168836190246,71.84,322.96,320.95,0.002616613425973252,1.1990950723882872,0.4860458764497873,0.5075242329542778,0.08542447435526945,0.3829451398716617,-0.07410748807836065,-0.006223680951201405,-0.004846171734729199,-0.028063997101461048,-0.17,0.08092183237701063,-0.11860169665177656,-0.04528642204869022,74.07622651324212,72.13647651324213
2020-07-27,Cincinnati Fina...,,0.41,1640.6,0.44,1654.0,13384.0,CINF,amc,82.45,0.006670709520921747,,322.96,320.95,0.0016074353687176705,1.2659855681529557,0.5985291649619627,-0.4979044049756997,0.9368279276277924,1.0797116652015726,,-0.006223680951201405,-0.006271654896291768,0.012942364417213515,0.030000000000000027,0.1235803945008966,0.008167743508472602,-0.003013528179093289,82.20153460163377,80.14028460163377
2020-07-27,Principal Finan...,,1.31,3831.6,1.46,3181.1,12261.0,PFG,amc,44.71,0.030865578170431673,,322.96,320.95,0.0019784376859896084,1.585659163778914,0.7104334351976581,-0.34290238806225104,0.19835795315977398,0.16130373281599464,,-0.006223680951201405,-0.007890199046719167,0.038755777217150844,0.1499999999999999,0.2594486583476062,-0.16977241883286354,0.03715191871526764,46.37106228575961,45.25331228575962
2020-07-27,Rpm Internation...,,1.01,1446.3,1.13,1458.96,10341.0,RPM,bmo,79.69,0.0037645877776382175,80.92,322.96,320.95,-0.00021175323690753676,1.0458824178003696,0.6005350185978406,0.4968441012333419,0.3133226517200545,0.26857289590193695,0.015434809888317247,-0.006223680951201405,-0.006720991717768166,0.010485579495406384,0.11999999999999988,0.1410850014505367,0.008753370669985605,0.014920930618662648,80.87904896100122,78.88679896100122
2020-07-27,Albertsons Comp...,,1.33,22834.7,1.35,22751.6,7717.0,ACI,bmo,16.11,-0.004345127250155234,15.24,322.96,320.95,0.013188456170818088,2.354548237017871,0.17034036200797975,-0.2971501517489324,-0.3378510005774915,-0.3045493388649643,-0.054003724394785846,-0.006223680951201405,-0.0014655008405948852,-0.002879626409560349,0.020000000000000018,2.948244136322405,-0.003639198237769814,-0.01290263573085484,15.902138538375928,15.499388538375928
2020-07-27,Hitachi Constr,,0.39,1601.85,0.02,1582.12,6389.0,HTCMY,bmo,59.4,0.046969696969696884,61.13,322.96,320.95,-0.00015066139626268777,0.5511725009832111,0.1284383697856374,-0.338446642951223,0.2720247426272313,0.17057024082167027,0.02912457912457911,-0.006223680951201405,-0.0035809831914579366,0.05055068016115482,-0.37,0.24763186727187353,-0.012317008458969325,0.05054680090870463,62.40247997397706,60.91747997397706
2020-07-27,Crispr Therapeu...,,-0.92,23.08,-1.3,0.04,5598.0,CRSP,amc,92.12,-0.013243595310464595,,322.96,320.95,-0.0014376851338091345,0.9910547752871556,0.2606713639929677,-0.6740918474231855,-0.9246185970045008,-0.776758108836523,,-0.006223680951201405,-0.007605693860360993,-0.005637901450103603,-0.38,7.145409074669525e-06,-0.9982668977469671,-0.008915741319124362,91.29868190968227,88.99568190968228
2020-07-27,Agnc Investment...,,0.46,330.9,0.58,372.0,7563.0,AGNC,amc,13.71,0.0051057622173595885,,322.96,320.95,0.0015412507911946199,0.8888517418511459,0.3243073854145798,0.1964288988333227,0.07201192456564963,0.07037898636995152,,-0.006223680951201405,-0.003990678863006546,0.009096441080366134,0.11999999999999994,0.04918683062276874,0.12420670897552144,0.007464097438834996,13.812332775886427,13.469582775886428
2020-07-27,Lincoln Electri...,,0.34,555.5,0.8,590.73,5436.0,LECO,bmo,91.53,0.02687643395607986,93.74,322.96,320.95,0.00012624133268832136,1.0531416491116374,0.6875963804046858,0.02621553377116492,0.5596987171128085,0.4379414484124373,0.024145089041844203,-0.006223680951201405,-0.00642817628780461,0.03330461024388447,0.46,0.10866997792494482,0.06342034203420344,0.009951201082630772,92.4408334350932,90.15258343509319
