,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret,before,after,close_,ret
2019-06-11,HDS,Hd Supply Holdi...,5137.0,bmo,0.8,0.84,0.039999999999999925,0.04999999999999982,-5.81%,42.53,39.37,40.06,-0.07430049376910419
2019-06-11,JW.A,John Wiley  Son...,2254.0,bmo,1.01,1.05,0.040000000000000036,0.03960396039603964,5.13%,,,,
2019-06-11,CPST,Capstone Turbin...,21.0,amc,-0.4,-0.6,-0.19999999999999996,0.4999999999999998,0.40%,,,,
2019-06-11,CBKC,Christopher  Ba...,7.0,bmo,-0.2,,,,-16.21%,,,,
2019-06-10,LAKE,Lakeland Indust...,81.0,amc,0.08,-0.06,-0.14,-1.75,-1.32%,,,,
2019-06-10,SHLO,Shiloh Industri...,121.0,bmo,0.01,0.24,0.22999999999999998,23.0,21.92%,,,,
2019-06-10,BBCP,Concrete Pumpin...,258.0,bmo,0.04,-0.35,-0.38999999999999996,-9.75,-10.20%,,,,
2019-06-10,LOVE,The Lovesac Com...,346.0,bmo,-0.48,-0.67,-0.19000000000000006,0.3958333333333335,2.80%,,,,
2019-06-10,ASNA,Ascena Retail G...,102.0,amc,-0.38,-0.26,0.12,-0.3157894736842105,-10.14%,,,,
2019-06-10,UXIN,Uxin Limited Sp...,702.0,bmo,-0.19,-0.12,0.07,-0.368421052631579,-6.16%,,,,
2019-06-10,THO,Thor Industries...,3213.0,bmo,1.74,1.65,-0.09000000000000008,-0.051724137931034475,4.20%,55.24,57.63,57.56,0.0432657494569153
2019-06-10,AZRE,Azure Power Glo...,439.0,amc,0.09,0.08,-0.009999999999999995,-0.11111111111111105,-4.26%,,,,
2019-06-10,CASY,Caseys General...,6059.0,amc,0.42,0.68,0.26000000000000006,0.6190476190476193,10.03%,133.04,146.97,146.39,0.10470535177390272
2019-06-06,SJM,The J. M. Smuck...,12992.0,bmo,1.97,2.08,0.1100000000000001,0.055837563451776706,-2.31%,125.26,119.92,122.37,-0.04263132684017246
2019-06-06,DOMO,"Domo, Inc.",718.0,amc,-1.28,,,,-6.11%,,,,
2019-06-06,GES,"Guess, Inc.",647.0,amc,-0.26,-0.25,0.010000000000000009,-0.03846153846153855,-8.04%,,,,
2019-06-06,HOME,At Home Group I...,304.0,bmo,0.04,0.03,-0.010000000000000002,-0.25,-57.17%,,,,
2019-06-06,SAIC,Science Applica...,5100.0,bmo,1.21,1.36,0.15000000000000013,0.12396694214876036,7.15%,,,,
2019-06-06,DOCU,Docusign Inc.,25590.0,amc,0.04,,,,-12.02%,54.74,47.02,48.16,-0.14103032517354763
2019-06-06,SIG,Signet Jewelers...,552.0,bmo,-0.24,0.08,0.32,-1.3333333333333335,-1.24%,,,,
2019-06-06,OLLI,Ollies Bargain...,5834.0,amc,0.44,0.46,0.020000000000000018,0.045454545454545414,-2.58%,97.58,95.52,95.06,-0.021110883377741363
2019-06-06,CIEN,Ciena Corporati...,8483.0,bmo,0.4,0.48,0.07999999999999996,0.19999999999999996,26.78%,35.88,42.56,45.49,0.18617614269788185
2019-06-06,MIK,The Michaels Co...,569.0,bmo,0.31,0.31,0.0,0.0,-12.42%,,,,
2019-06-06,MTN,"Vail Resorts, I...",7986.0,amc,7.03,7.12,0.08999999999999986,0.012802275960170695,8.72%,218.11,227.31,237.13,0.04218055109806973
2019-06-06,ZUMZ,Zumiez Inc.,619.0,amc,-0.09,0.03,0.12,-1.3333333333333333,15.96%,,,,
2019-06-06,PD,Pagerduty Inc.,2082.0,amc,-0.17,,,,2.82%,47.56,50.0,48.9,0.051303616484440706
2019-06-06,PRSP,Perspecta Inc,3580.0,amc,0.47,,,,9.47%,,,,
2019-06-06,SEAC,Seachange Inter...,71.0,amc,-0.07,-0.2,-0.13,1.8571428571428572,0.40%,,,,
2019-06-06,TNP,Tsakos Energy N...,254.0,bmo,0.01,0.01,0.0,0.0,3.32%,,,,
2019-06-06,KIRK,"Kirklands, Inc....",16.0,bmo,-0.36,,,,-50.35%,,,,
2019-06-06,PD,Pagerduty Inc.,2082.0,amc,-0.24,,,,2.82%,47.56,50.0,48.9,0.051303616484440706
2019-06-06,BYND,"Beyond Meat, In...",7984.0,amc,-0.14,,,,39.35%,99.5,130.0,138.65,0.306532663316583
2019-06-06,ZM,Zoom Video Comm...,50075.0,amc,0.0,,,,18.41%,,,,
2019-06-05,SCWX,Secureworks Cor...,1097.0,bmo,-0.05,-0.02,0.030000000000000002,-0.6000000000000001,-9.30%,,,,
2019-06-05,FIVE,"Five Below, Inc...",5833.0,amc,0.35,0.35,0.0,0.0,-1.01%,123.05,124.9,121.81,0.01503453880536365
2019-06-05,SFIX,"Stitch Fix, Inc...",2369.0,amc,-0.03,,,,14.72%,,,,
2019-06-05,MDB,"Mongodb, Inc.",13362.0,amc,-0.24,,,,-0.76%,148.87,145.95,147.74,-0.01961442869617802
2019-06-05,AEO,American Eagle...,1516.0,bmo,0.21,0.24,0.03,0.1428571428571428,0.11%,,,,
2019-06-05,CMTL,Comtech Telecom...,440.0,amc,0.21,0.42,0.21,1.0,16.76%,,,,
2019-06-05,CLDR,"Cloudera, Inc.",3027.0,amc,-0.23,-0.13,0.1,-0.4347826086956522,-40.80%,,,,
2019-06-05,GIII,Giii Apparel Gr...,496.0,bmo,0.22,0.25,0.03,0.13636363636363646,-9.39%,,,,
2019-06-05,UNFI,United Natural...,1051.0,amc,0.51,0.61,0.09999999999999998,0.196078431372549,-2.44%,,,,
2019-06-05,CPB,Campbell Soup C...,15383.0,bmo,0.46,0.56,0.10000000000000003,0.21739130434782616,10.02%,38.11,40.31,41.93,0.057727630543164654
2019-06-05,SMAR,Smartsheet Inc....,6852.0,amc,-0.18,,,,10.23%,40.76,39.55,44.93,-0.02968596663395484
2019-06-05,ABM,Abm Industries...,2048.0,amc,0.41,0.47,0.06,0.14634146341463405,6.71%,,,,
2019-06-05,ALOT,"Astronova, Inc....",46.0,bmo,0.22,0.23,0.010000000000000009,0.045454545454545414,-0.08%,,,,
2019-06-05,ESTC,Elastic N.v.,7021.0,amc,-0.29,,,,-2.00%,81.89,82.57,80.25,0.008303822200512734
2019-06-05,GEF,"Greif, Inc.",1640.0,amc,0.79,0.81,0.020000000000000018,0.025316455696202445,-12.42%,,,,
2019-06-05,REVG,"Rev Group, Inc....",386.0,amc,0.26,0.24,-0.020000000000000018,-0.07692307692307698,-7.97%,,,,
2019-06-05,VRA,"Vera Bradley, I...",175.0,bmo,-0.07,-0.07,0.0,0.0,1.71%,,,,
2019-06-05,BF.B,Brownforman Cor...,31524.0,bmo,0.29,0.33,0.040000000000000036,0.13793103448275867,4.48%,,,,
2019-06-04,AMBA,"Ambarella, Inc....",1948.0,amc,-0.05,0.01,0.060000000000000005,-1.2,0.08%,,,,
2019-06-04,CRM,"Salesforce.com,...",157116.0,amc,0.61,0.93,0.32000000000000006,0.5245901639344264,5.06%,150.81,157.15,158.44,0.042039652542934736
2019-06-04,HQY,"Healthequity, I...",4425.0,amc,0.34,0.41,0.06999999999999995,0.2058823529411764,-2.38%,,,,
2019-06-04,TIF,Tiffany  Co.,15547.0,bmo,1.01,1.03,0.020000000000000018,0.01980198019801982,2.60%,90.17,94.07,92.51,0.04325163579904623
2019-06-04,GME,Gamestop Corp.,262.0,amc,-0.02,0.07,0.09000000000000001,-4.5,-35.55%,,,,
2019-06-04,CBRL,Cracker Barrel...,2565.0,bmo,2.05,2.09,0.040000000000000036,0.019512195121951237,3.62%,,,,
2019-06-04,DCI,Donaldson Compa...,6015.0,bmo,0.62,0.58,-0.040000000000000036,-0.06451612903225812,0.37%,48.54,47.64,48.72,-0.018541409147095123
2019-06-04,NAV,Navistar Intern...,2495.0,bmo,0.88,1.06,0.18000000000000005,0.20454545454545459,9.20%,,,,
2019-06-04,GWRE,Guidewire Softw...,8502.0,amc,0.08,0.18,0.09999999999999999,1.25,-3.01%,98.1,94.5,95.15,-0.03669724770642191
2019-06-04,CMD,Cantel Medical...,1792.0,bmo,0.55,0.55,0.0,0.0,2.73%,70.82,66.69,72.75,-0.05831685964416822
2019-06-04,NX,Quanex Building...,409.0,amc,0.13,0.19,0.06,0.46153846153846145,2.24%,,,,
2019-06-04,OESX,Orion Energy Sy...,136.0,bmo,-0.05,-0.03,0.020000000000000004,-0.4,24.00%,,,,
2019-06-03,COUP,"Coupa Software,...",15161.0,amc,-0.04,0.03,0.07,-1.75,9.70%,102.48,110.49,112.42,0.07816159250585475
2019-06-03,BOX,"Box, Inc.",3011.0,amc,-0.05,-0.03,0.020000000000000004,-0.4,-4.18%,,,,
2019-06-03,CSWC,Capital Southwe...,260.0,amc,0.4,0.4,0.0,0.0,-0.60%,,,,
2019-06-03,APPS,Digital Turbine...,557.0,amc,0.02,0.03,0.009999999999999998,0.5,16.58%,,,,
2019-06-03,ITI,"Iteris, Inc.",195.0,amc,-0.06,-0.04,0.019999999999999997,-0.33333333333333326,6.21%,,,,
2019-06-03,GSM,Ferroglobe Plc,120.0,amc,-0.11,-0.13,-0.020000000000000004,0.18181818181818188,1.99%,,,,
2019-06-03,CAL,"Caleres, Inc.",288.0,amc,0.36,0.36,0.0,0.0,2.06%,,,,
2019-06-03,CTK,Cootek Cayman I...,422.0,bmo,0.01,,,,-8.02%,,,,
2019-05-31,BBW,Buildabear Work...,35.0,bmo,0.15,0.08,-0.06999999999999999,-0.4666666666666667,3.92%,,,,
2019-05-31,GCO,Genesco Inc.,271.0,bmo,0.04,0.33,0.29000000000000004,7.25,11.72%,,,,
2019-05-31,BIG,"Big Lots, Inc.",1520.0,bmo,0.69,0.92,0.2300000000000001,0.3333333333333335,6.11%,,,,
2019-05-31,CONN,"Conns, Inc.",209.0,bmo,0.53,0.58,0.04999999999999993,0.09433962264150941,-14.36%,,,,
2019-05-30,COST,Costco Wholesal...,136214.0,amc,1.83,1.89,0.05999999999999983,0.032786885245901454,-0.81%,241.54,238.98,239.58,-0.01059865860727005
2019-05-30,CSIQ,Canadian Solar...,1116.0,bmo,-0.44,-0.29,0.15000000000000002,-0.34090909090909094,9.72%,,,,
2019-05-30,NTNX,Nutanix Inc.,4683.0,amc,-0.6,-0.56,0.039999999999999925,-0.06666666666666654,-14.08%,32.67,26.05,28.07,-0.2026323844505663
2019-05-30,MRVL,Marvell Technol...,21626.0,amc,0.15,0.16,0.010000000000000009,0.06666666666666665,0.50%,22.19,22.26,22.3,0.003154574132492094
2019-05-30,ULTA,Ulta Beauty Inc...,13741.0,amc,3.06,3.08,0.020000000000000018,0.006535947712418277,1.50%,328.46,315.33,333.38,-0.039974426109724126
2019-05-30,DG,Dollar General...,48207.0,bmo,1.39,1.48,0.09000000000000008,0.06474820143884896,7.16%,118.51,124.79,127.0,0.052991308750316435
2019-05-30,DLTR,"Dollar Tree, In...",23218.0,bmo,1.15,1.14,-0.010000000000000009,-0.008695652173913104,3.14%,95.32,96.17,98.31,0.008917331095258163
2019-05-30,BURL,Burlington Stor...,13891.0,bmo,1.26,1.26,0.0,0.0,6.87%,146.0,160.0,156.03,0.09589041095890405
2019-05-30,DELL,Dell Technologi...,36707.0,amc,1.2,1.45,0.25,0.20833333333333326,-10.33%,66.41,60.66,59.55,-0.08658334588164429
2019-05-30,VMW,"Vmware, Inc.",65322.0,amc,1.27,1.32,0.050000000000000044,0.03937007874015741,-7.38%,191.09,178.29,176.98,-0.0669841435972579
2019-05-30,TITN,Titan Machinery...,234.0,bmo,-0.05,0.02,0.07,-1.4,16.51%,,,,
2019-05-30,OKTA,"Okta, Inc.",24012.0,amc,-0.21,-0.19,0.01999999999999999,-0.09523809523809523,6.21%,106.6,114.5,113.22,0.07410881801125702
2019-05-30,TECD,Tech Data Corpo...,4836.0,bmo,1.98,2.04,0.06000000000000005,0.030303030303030276,5.99%,,,,
2019-05-30,ZS,"Zscaler, Inc.",12688.0,amc,0.01,,,,-5.97%,72.99,71.98,68.63,-0.013837511987943474
2019-05-30,BITA,Bitauto Holding...,937.0,bmo,0.15,0.25,0.1,0.6666666666666667,1.43%,,,,
2019-05-30,ZUO,"Zuora, Inc.",1381.0,amc,-0.14,,,,-29.70%,,,,
2019-05-30,COO,The Cooper Comp...,16905.0,amc,2.76,2.94,0.18000000000000016,0.0652173913043479,3.96%,286.44,287.04,297.79,0.0020946795140344143
2019-05-30,JILL,"J.jill, Inc.",27.0,bmo,0.17,0.1,-0.07,-0.4117647058823529,-53.46%,,,,
2019-05-30,YEXT,Yext Inc.,1855.0,amc,-0.1,-0.05,0.05,-0.5,-3.97%,,,,
2019-05-30,UBER,Uber Technologi...,62978.0,amc,-2.32,,,,1.53%,39.8,41.15,40.41,0.03391959798994981
2019-05-30,MOV,Movado Group In...,242.0,bmo,0.3,0.24,-0.06,-0.19999999999999996,-7.16%,,,,
2019-05-30,NGL,Ngl Energy Part...,655.0,bmo,0.25,0.2,-0.04999999999999999,-0.19999999999999996,0.28%,,,,
2019-05-30,GPS,"The Gap, Inc.",3305.0,amc,0.31,0.24,-0.07,-0.22580645161290325,-9.32%,20.6,17.45,18.68,-0.15291262135922334
2019-05-30,WSM,"Williamssonoma,...",6425.0,amc,0.68,0.81,0.13,0.19117647058823528,13.39%,51.59,57.95,58.5,0.12327970536925759
2019-05-30,EXPR,"Express, Inc.",126.0,bmo,-0.31,-0.15,0.16,-0.5161290322580645,0.95%,,,,
2019-05-29,SMTC,Semtech Corpora...,3464.0,amc,0.34,0.34,0.0,0.0,-7.13%,,,,
2019-05-29,VEEV,Veeva Systems I...,32667.0,amc,0.45,0.5,0.04999999999999999,0.11111111111111116,14.73%,134.49,147.6,154.3,0.09747936649565014
2019-05-29,GOOS,Canada Goose Ho...,2142.0,bmo,0.02,0.07,0.05,2.5000000000000004,-30.86%,,,,
2019-05-29,ANF,Abercrombie  Fi...,716.0,bmo,-0.43,-0.29,0.14,-0.32558139534883723,-26.47%,,,,
2019-05-29,BMO,Bank Of Montrea...,31540.0,bmo,1.69,1.72,0.030000000000000027,0.01775147928994092,-2.09%,,,,
2019-05-29,DKS,Dicks Sporting...,3135.0,bmo,0.59,0.62,0.030000000000000027,0.05084745762711873,-5.90%,35.78,36.92,33.67,0.03186137506987152
2019-05-29,KEYS,Keysight Techno...,20263.0,amc,0.98,1.22,0.24,0.24489795918367352,11.30%,71.42,79.76,79.49,0.11677401288154576
2019-05-29,PVH,Pvh Corp.,3230.0,amc,2.44,2.46,0.020000000000000018,0.008196721311475308,-14.87%,99.25,89.99,84.49,-0.0932997481108313
2019-05-29,TLYS,"Tillys, Inc.",152.0,amc,0.01,0.02,0.01,1.0,-17.87%,,,,
2019-05-29,VRNT,Verint Systems...,2992.0,amc,0.62,0.73,0.10999999999999999,0.17741935483870974,-0.77%,,,,
2019-05-29,PANW,Palo Alto Netwo...,23458.0,amc,1.25,1.31,0.06000000000000005,0.04800000000000004,-5.12%,215.32,203.1,204.3,-0.05675274010774656
2019-05-29,HMLP,Hoegh Lng Partn...,345.0,bmo,0.33,0.38,0.04999999999999999,0.15151515151515138,-5.64%,,,,
2019-05-29,ICLK,Iclick Interact...,298.0,bmo,-0.05,,,,3.50%,,,,
2019-05-29,RTW,Rtw Retailwinds...,29.0,amc,-0.04,,,,-0.98%,,,,
2019-05-29,BWAY,Brainsway Ltd....,84.0,bmo,-0.13,,,,-3.46%,,,,
2019-05-29,DAKT,"Daktronics, Inc...",191.0,bmo,-0.09,,,,-7.04%,,,,
2019-05-29,UHAL,Amerco,6324.0,amc,-0.84,0.04,0.88,-1.0476190476190477,-2.09%,386.51,386.4,378.43,-0.00028459806990766
2019-05-29,QADA,Qad Inc.,933.0,amc,-0.08,-0.05,0.03,-0.375,-8.33%,,,,
2019-05-29,CPRI,Capri Holdings...,2246.0,bmo,0.61,0.63,0.020000000000000018,0.032786885245901676,-9.85%,38.89,36.04,35.06,-0.07328362046798664
2019-05-29,HLNE,Hamilton Lane I...,3796.0,bmo,0.36,0.36,0.0,0.0,1.20%,,,,
2019-05-29,DSGX,The Descartes S...,4005.0,amc,0.14,0.09,-0.05000000000000002,-0.3571428571428572,1.11%,,,,
2019-05-28,PLAN,"Anaplan, Inc.",6289.0,bmo,-0.21,,,,18.22%,37.11,41.33,43.87,0.11371597952034485
2019-05-28,MOMO,Momo Inc.,4028.0,bmo,0.55,0.61,0.05999999999999994,0.1090909090909089,4.96%,,,,
2019-05-28,YY,Yy Inc.,4936.0,amc,1.45,1.38,-0.07000000000000006,-0.048275862068965614,4.77%,,,,
2019-05-28,WDAY,"Workday, Inc.",42556.0,amc,0.41,0.43,0.020000000000000018,0.04878048780487809,-4.53%,212.87,209.85,203.23,-0.014187062526424654
2019-05-28,BNS,Bank Of Nova Sc...,48499.0,bmo,1.29,1.28,-0.010000000000000009,-0.007751937984496138,-1.37%,,,,
2019-05-28,HEI,Heico Corporati...,13568.0,amc,0.49,0.6,0.10999999999999999,0.22448979591836737,11.71%,104.86,113.51,117.14,0.08249094030135429
2019-05-28,BAH,Booz Allen Hami...,11002.0,bmo,0.61,0.64,0.030000000000000027,0.049180327868852514,0.77%,62.36,61.11,62.84,-0.020044900577293134
2019-05-28,NM,Navios Maritime...,29.0,bmo,-2.76,,,,-7.51%,,,,
2019-05-28,CMCO,Columbus Mckinn...,721.0,bmo,0.58,0.69,0.10999999999999999,0.18965517241379315,-1.93%,,,,
2019-05-28,AMWD,American Woodma...,1062.0,bmo,1.88,1.87,-0.009999999999999787,-0.005319148936170137,-11.11%,,,,
2019-05-28,RAMP,Liveramp Holdin...,3295.0,amc,-0.18,-0.13,0.04999999999999999,-0.2777777777777777,-3.02%,,,,
2019-05-28,CANG,Cango Inc. Spon...,727.0,amc,0.16,,,,-6.00%,,,,
2019-05-28,NXGN,Nextgen Healthc...,678.0,amc,0.21,0.23,0.020000000000000018,0.09523809523809534,2.91%,,,,
2019-05-28,QTNT,Quotient Limite...,626.0,bmo,-0.44,-0.41,0.030000000000000027,-0.06818181818181823,7.02%,,,,
2019-05-28,LAIX,Laix Inc. Spons...,143.0,bmo,-0.44,,,,5.56%,,,,
2019-05-28,JT,Jianpu Technolo...,108.0,bmo,-0.02,,,,-6.95%,,,,
2019-05-28,SB,"Safe Bulkers, I...",106.0,bmo,0.01,0.03,0.019999999999999997,2.0,-4.35%,,,,
2019-05-28,ESEA,Euroseas Ltd.,15.0,amc,0.0,-0.32,-0.32,-inf,-8.57%,,,,
2019-05-28,ORTX,Orchard Therape...,924.0,bmo,-0.49,,,,-4.41%,,,,
2019-05-24,GHG,Greentree Hospi...,1258.0,bmo,0.23,0.14,-0.09,-0.3913043478260869,5.57%,,,,
2019-05-24,FL,"Foot Locker, In...",4612.0,bmo,1.61,1.53,-0.08000000000000007,-0.049689440993788914,-15.96%,52.83,44.89,44.4,-0.1502933939049782
2019-05-24,BKE,"Buckle, Inc. (t...",980.0,bmo,0.36,0.31,-0.04999999999999999,-0.13888888888888884,-5.73%,,,,
2019-05-24,HIBB,"Hibbett Sports,...",355.0,bmo,1.29,1.61,0.32000000000000006,0.24806201550387597,20.89%,,,,
2019-05-23,DXC,Dxc Technology...,3605.0,amc,2.07,2.19,0.1200000000000001,0.05797101449275366,2.12%,51.98,53.11,53.08,0.021739130434782705
2019-05-23,BBY,"Best Buy Co., I...",20108.0,bmo,0.88,1.02,0.14,0.15909090909090917,-4.84%,69.17,69.06,65.82,-0.0015902848055515673
2019-05-23,MDT,Medtronic Plc,132114.0,bmo,1.46,1.54,0.08000000000000007,0.0547945205479452,3.24%,88.76,91.08,91.64,0.02613789995493465
2019-05-23,SPLK,Splunk Inc.,29518.0,amc,-0.15,0.02,0.16999999999999998,-1.1333333333333333,-7.33%,128.73,125.79,119.3,-0.022838499184339223
2019-05-23,WB,Weibo Corporati...,6924.0,bmo,0.55,0.56,0.010000000000000009,0.0181818181818183,-11.28%,,,,
2019-05-23,HPE,Hewlett Packard...,12510.0,amc,0.36,0.42,0.06,0.16666666666666674,0.49%,14.32,14.28,14.39,-0.0027932960893854997
2019-05-23,ROST,"Ross Stores, In...",34458.0,amc,1.12,1.13,0.009999999999999787,0.008928571428571175,-1.83%,94.51,92.58,92.78,-0.02042111945825842
2019-05-23,HPQ,Hp Inc.,21647.0,amc,0.51,0.53,0.020000000000000018,0.03921568627450989,4.38%,19.19,19.52,20.03,0.01719645648775403
2019-05-23,TD,Toronto Dominio...,77145.0,bmo,1.25,1.31,0.06000000000000005,0.04800000000000004,1.89%,,,,
2019-05-23,DECK,Deckers Outdoor...,5109.0,amc,0.1,0.85,0.75,7.5,4.10%,,,,
2019-05-23,INTU,Intuit Inc.,75707.0,amc,5.39,5.55,0.16000000000000014,0.029684601113172615,6.70%,241.31,251.24,257.48,0.041150387468401606
2019-05-23,ADSK,"Autodesk, Inc.",46112.0,amc,0.47,0.45,-0.019999999999999962,-0.04255319148936165,-4.91%,169.54,160.68,161.22,-0.0522590539105815
2019-05-23,HRL,Hormel Foods Co...,26260.0,bmo,0.45,0.46,0.010000000000000009,0.022222222222222143,-0.91%,39.49,37.5,39.13,-0.05039250443150167
2019-05-23,RY,Royal Bank Of C...,92305.0,bmo,1.63,1.67,0.040000000000000036,0.024539877300613577,-2.84%,,,,
2019-05-23,WMS,Advanced Draina...,3822.0,bmo,-0.02,0.01,0.03,-1.5,8.97%,,,,
2019-05-23,TGP,Teekay Lng Part...,865.0,bmo,0.33,0.34,0.010000000000000009,0.030303030303030276,-2.65%,,,,
2019-05-23,VSAT,Viasat Inc.,2609.0,amc,-0.25,0.33,0.5800000000000001,-2.3200000000000003,7.31%,87.83,94.99,94.25,0.08152112034612324
2019-05-23,BRC,Brady Corporati...,2657.0,bmo,0.57,0.65,0.08000000000000007,0.14035087719298267,3.94%,,,,
2019-05-23,ROLL,Rbc Bearings In...,3522.0,bmo,1.22,1.33,0.1100000000000001,0.0901639344262295,1.04%,,,,
2019-05-23,SVM,Silvercorp Meta...,768.0,amc,0.05,0.03,-0.020000000000000004,-0.4,2.90%,,,,
2019-05-23,TTC,Toro Company Th...,7603.0,bmo,1.15,1.17,0.020000000000000018,0.01739130434782621,-5.60%,70.53,66.95,66.58,-0.05075854246419964
2019-05-23,LGF.A,Lions Gate Ente...,1754.0,amc,0.18,0.11,-0.06999999999999999,-0.38888888888888884,-6.88%,,,,
2019-05-23,BJ,Bjs Wholesale C...,4987.0,bmo,0.25,,,,2.91%,,,,
2019-05-23,SINA,Sina Corporatio...,2143.0,bmo,0.44,0.4,-0.03999999999999998,-0.09090909090909083,-10.12%,,,,
2019-05-23,TNK,Teekay Tankers...,585.0,bmo,0.4,0.4,0.0,0.0,-9.63%,,,,
2019-05-22,LB,"L Brands, Inc.",4477.0,amc,0.0,0.14,0.14,inf,12.84%,21.5,23.02,24.26,0.07069767441860453
2019-05-22,ADI,"Analog Devices,...",41614.0,bmo,1.3,1.36,0.06000000000000005,0.04615384615384621,1.56%,99.88,98.84,101.44,-0.01041249499399266
2019-05-22,SNPS,"Synopsys, Inc.",27233.0,amc,1.09,1.16,0.06999999999999984,0.06422018348623837,1.67%,115.09,116.4,117.01,0.011382396385437588
2019-05-22,VIPS,Vipshop Holding...,11577.0,amc,0.17,0.18,0.009999999999999981,0.0588235294117645,3.16%,,,,
2019-05-22,VFC,V.f. Corporatio...,22144.0,bmo,0.58,0.6,0.020000000000000018,0.034482758620689724,-1.92%,92.1,85.71,90.33,-0.06938110749185666
2019-05-22,NTAP,"Netapp, Inc.",9851.0,amc,1.25,1.22,-0.030000000000000027,-0.02400000000000002,-8.11%,67.1,61.05,61.66,-0.0901639344262295
2019-05-22,AAP,Advance Auto Pa...,9627.0,bmo,2.36,2.46,0.10000000000000009,0.04237288135593231,3.09%,161.3,165.69,166.29,0.027216367017978804
2019-05-22,SCVL,"Shoe Carnival,...",366.0,amc,0.84,0.78,-0.05999999999999994,-0.0714285714285714,-10.83%,,,,
2019-05-22,LOW,Lowes Companies...,98415.0,bmo,1.33,1.22,-0.1100000000000001,-0.08270676691729328,-11.85%,111.1,101.25,97.94,-0.08865886588658867
2019-05-22,TGT,Target Corporat...,61144.0,bmo,1.43,1.53,0.10000000000000009,0.06993006993007,7.78%,71.96,77.01,77.56,0.07017787659811026
2019-05-22,CM,Canadian Imperi...,28459.0,bmo,2.22,2.23,0.009999999999999787,0.0045045045045044585,-4.49%,,,,
2019-05-22,SQM,Sociedad Quimic...,6414.0,amc,0.35,0.31,-0.03999999999999998,-0.11428571428571421,-5.78%,,,,
2019-05-22,CPRT,"Copart, Inc.",20987.0,amc,0.61,0.66,0.050000000000000044,0.08196721311475419,7.95%,64.79,67.65,69.94,0.04414261460101865
2019-05-22,MOD,Modine Manufact...,272.0,amc,0.38,0.4,0.020000000000000018,0.05263157894736836,4.80%,,,,
2019-05-22,HTHT,China Lodging G...,9926.0,amc,0.08,0.05,-0.03,-0.375,-7.33%,,,,
2019-05-22,SBLK,Star Bulk Carri...,489.0,amc,-0.07,-0.09,-0.01999999999999999,0.2857142857142856,-10.46%,,,,
2019-05-22,TARO,Taro Pharmaceut...,2607.0,amc,2.26,1.52,-0.7399999999999998,-0.327433628318584,-7.13%,,,,
2019-05-22,PLUS,Eplus Inc.,996.0,amc,1.22,1.03,-0.18999999999999995,-0.15573770491803274,-21.47%,,,,
2019-05-22,BVNRY,Bavarian Nordic...,959.0,bmo,-0.12,-0.16,-0.04000000000000001,0.3333333333333335,14.53%,,,,
2019-05-22,GOGL,Golden Ocean Gr...,441.0,bmo,-0.13,,,,3.07%,,,,
2019-05-22,AFMD,Affimed N.v.,251.0,bmo,-0.16,0.03,0.19,-1.1875,-6.93%,,,,
2019-05-22,ECC,Eagle Point Cre...,173.0,bmo,0.4,0.36,-0.040000000000000036,-0.10000000000000009,1.25%,,,,
2019-05-22,KLXE,Klx Energy Serv...,37.0,bmo,0.08,,,,-5.89%,,,,
2019-05-22,PLAB,"Photronics, Inc...",781.0,bmo,0.07,0.13,0.06,0.857142857142857,5.56%,,,,
2019-05-21,CRMT,Americas Carmar...,526.0,amc,1.77,2.01,0.23999999999999977,0.1355932203389829,-10.35%,,,,
2019-05-21,SFL,Ship Finance In...,1184.0,bmo,0.26,0.27,0.010000000000000009,0.03846153846153855,3.80%,,,,
2019-05-21,ITRN,Ituran Location...,365.0,bmo,0.67,0.5,-0.17000000000000004,-0.25373134328358216,-0.03%,,,,
2019-05-21,HD,"The Home Depot,...",267246.0,bmo,2.16,2.27,0.10999999999999988,0.05092592592592582,0.26%,190.95,187.13,191.45,-0.020005236973029583
2019-05-21,TOL,Toll Brothers I...,4095.0,amc,0.77,0.87,0.09999999999999998,0.1298701298701299,-4.56%,38.35,36.61,36.6,-0.04537157757496746
2019-05-21,GMLP,Golar Lng Partn...,168.0,bmo,0.15,0.13,-0.01999999999999999,-0.1333333333333333,-2.19%,,,,
2019-05-21,TJX,The Tjx Compani...,63200.0,bmo,0.55,0.57,0.019999999999999907,0.036363636363636154,0.55%,52.97,53.5,53.26,0.01000566358316024
2019-05-21,DQ,Daqo New Energy...,711.0,bmo,0.33,0.81,0.48000000000000004,1.4545454545454546,15.22%,,,,
2019-05-21,PSTG,"Pure Storage, I...",4702.0,amc,-0.08,-0.11,-0.03,0.375,-24.76%,20.6,16.65,15.5,-0.19174757281553412
2019-05-21,URBN,Urban Outfitter...,1656.0,amc,0.26,0.31,0.04999999999999999,0.1923076923076923,-9.85%,27.0,25.83,24.34,-0.043333333333333446
2019-05-21,JWN,"Nordstrom, Inc....",2522.0,amc,0.43,0.23,-0.19999999999999998,-0.4651162790697674,-9.25%,37.85,34.28,34.35,-0.09431968295904891
2019-05-21,KSS,Kohls Corporati...,2984.0,bmo,0.67,0.61,-0.06000000000000005,-0.08955223880597019,-12.34%,62.91,55.27,55.15,-0.12144333174376087
