,Company,ESP,Estimate_eps,Estimate_sales,Reported_eps,Reported_sales,cap,symbol,timing
2018-07-30,"Trueblue, Inc.",,0.49,,0.57,614.3,519.0,TBI,amc
2018-07-30,Myers Industrie...,,0.27,144.24,0.27,140.56,524.0,MYE,bmo
2018-07-30,"Keane Group, In...",,0.29,568.24,0.35,578.53,592.0,NEX,amc
2018-07-30,"Knoll, Inc.",,0.38,306.65,0.42,323.35,616.0,KNL,amc
2018-07-30,Kearny Financia...,,,,0.12,43.95,635.0,KRNY,amc
2018-07-30,Gladstone Comme...,,0.4,26.49,0.4,26.59,636.0,GOOD,amc
2018-07-30,Northrim Bancor...,,0.62,23.1,0.84,23.3,149.0,NRIM,amc
2018-07-30,Level One Banco...,,0.5,14.35,0.53,13.87,130.0,LEVL,amc
2018-07-30,Acadia Healthca...,,0.7,767.03,0.7,765.74,2473.0,ACHC,amc
2018-07-30,"Intevac, Inc.",,-0.12,24.75,-0.01,26.1,126.0,IVAC,amc
2018-07-30,Sogou Inc. Spon...,,0.08,299.46,0.09,301.42,1965.0,SOGO,bmo
2018-07-30,Affiliated Mana...,,3.59,597.69,3.61,600.1,3455.0,AMG,bmo
2018-07-30,Diamcor Mining,,,,-0.01,0.6,4.0,DMIFF,amc
2018-07-30,Petroteq Energy...,,,,-0.05,0.0,9.0,PQEFF,amc
2018-07-30,Wealth Minerals...,,,,-0.02,0.0,9.0,WMLLF,amc
2018-07-30,Bioasis Technol...,,,,-0.02,0.04,18.0,BIOAF,amc
2018-07-30,Alimera Science...,,-0.9,10.78,-0.9,10.92,29.0,ALIM,amc
2018-07-30,Huttig Building...,,,,0.01,223.4,33.0,HBP,amc
2018-07-30,Diamond Offshor...,,-0.41,283.31,-0.33,268.86,35.0,DOFSQ,bmo
2018-07-30,First Us Bancsh...,,,,0.06,8.63,37.0,FUSB,amc
2018-07-30,Zenyatta Ventur...,,,,-0.01,0.0,39.0,ZENYF,amc
2018-07-30,Forum Energy Te...,,-0.01,268.05,-0.01,274.0,57.0,FET,amc
2018-07-30,"Elevate Credit,...",,0.05,185.53,0.07,184.38,74.0,ELVT,amc
2018-07-30,Provident Finan...,,0.25,15.1,0.18,13.9,92.0,PROV,bmo
2018-07-30,Restoration Rob...,,-3.15,4.91,-3.15,5.48,101.0,VERO,bmo
2018-07-30,Cb Financial Se...,,0.47,12.24,0.34,11.3,102.0,CBFV,amc
2018-07-30,Atento S.a.,,0.19,478.5,0.2,473.4,109.0,ATTO,amc
2018-07-30,Bankfinancial C...,,0.2,15.1,0.26,16.08,114.0,BFIN,amc
2018-07-30,Hawthorn Bancsh...,,,,0.44,13.51,117.0,HWBK,amc
2018-07-30,German American...,,0.49,35.2,0.48,36.35,811.0,GABC,amc
2018-07-30,"Bloomin Brands,...",,0.3,1042.96,0.38,1031.81,912.0,BLMN,bmo
2018-07-30,Cardiovascular...,,0.06,58.43,0.11,59.15,1067.0,CSII,amc
2018-07-30,Genmark Diagnos...,,-0.21,14.74,-0.3,14.94,1122.0,GNMK,amc
2018-07-30,"One Gas, Inc.",,0.32,275.3,0.39,292.52,4011.0,OGS,amc
2018-07-30,"Trinet Group, I...",,0.67,208.5,0.87,220.0,4246.0,TNET,amc
2018-07-30,Us Foods Holdin...,,0.57,6392.13,0.57,6158.0,4696.0,USFD,bmo
2018-07-30,"Woodward, Inc.",,1.03,572.0,1.12,588.12,4889.0,WWD,amc
2018-07-30,Kemper Corporat...,,0.67,712.3,0.7,741.9,5125.0,KMPR,bmo
2018-07-30,First Quantum M...,,,,0.27,1049.0,6453.0,FQVLF,amc
2018-07-30,Vornado Realty...,,0.97,536.29,1.1,541.82,6777.0,VNO,amc
2018-07-30,Daiwa Securitie...,,,,0.09,1606.36,7545.0,DSEEY,bmo
2018-07-30,Cna Financial C...,,0.96,2570.5,0.99,2327.0,9164.0,CNA,bmo
2018-07-30,Banco De Chile,,0.5,,0.53,736.27,9253.0,BCH,bmo
2018-07-30,United Dominion...,,0.48,253.94,0.49,256.63,10474.0,UDR,amc
2018-07-30,Black Knight Fi...,,0.44,278.26,0.46,277.4,10838.0,BKI,amc
2018-07-30,Everest Re Grou...,,1.01,1719.0,0.98,1874.18,11098.0,RE,amc
2018-07-30,Tdk Corp.,,,,1.15,3090.7,12747.0,TTDKY,bmo
2018-07-30,Orix Corp Ads,,,,2.86,5537.92,14662.0,IX,bmo
2018-07-30,Chunghwa Teleco...,,,,0.43,1802.94,28664.0,CHT,bmo
2018-07-30,Sba Communicati...,,1.82,457.02,1.83,456.32,33136.0,SBAC,amc
2018-07-30,Sumitomo Mitsui...,,,,0.3,13079.83,39204.0,SMFG,bmo
2018-07-30,Preferred Apart...,,0.34,96.78,0.38,96.39,345.0,APTS,amc
2018-07-30,Tfs Financial C...,,0.09,76.8,0.07,77.46,3978.0,TFSL,amc
2018-07-30,Aercap Holdings...,,1.47,1203.77,1.7,1194.65,3880.0,AER,bmo
2018-07-30,Simpson Manufac...,,0.75,282.24,0.94,308.01,3834.0,SSD,amc
2018-07-30,J  J Snack Food...,,1.51,313.0,1.39,306.24,2413.0,JJSF,amc
2018-07-30,Loews Corporati...,,0.73,,0.76,3590.0,10258.0,L,bmo
2018-07-30,Kadant Inc,,0.99,152.07,1.07,154.91,1351.0,KAI,amc
2018-07-30,Sunstone Hotel...,,0.36,316.14,0.37,317.45,1611.0,SHO,amc
2018-07-30,South State Cor...,,1.47,176.4,1.43,167.09,1627.0,SSB,amc
2018-07-30,"Rambus, Inc.",,0.2,96.64,0.21,98.82,1695.0,RMBS,amc
2018-07-30,Bmc Stock Holdi...,,0.46,978.88,0.64,998.46,1712.0,BMCH,bmo
2018-07-30,Sanmina Corpora...,,0.56,,0.55,1813.37,1794.0,SANM,amc
2018-07-30,Weingarten Real...,,0.57,127.53,0.57,138.52,2155.0,WRI,amc
2018-07-30,Kawasaki Heavy...,,,,0.06,3152.51,2562.0,KWHIY,amc
2018-07-30,Equity Commonwe...,,0.14,58.76,0.17,48.64,3816.0,EQC,amc
2018-07-30,Potlatch Corpor...,,0.61,258.95,0.75,268.23,2756.0,PCH,amc
2018-07-30,"Blackbaud, Inc....",,0.67,214.16,0.69,213.67,2764.0,BLKB,amc
2018-07-30,Enel Generacion...,,,,0.27,542.71,3078.0,EOCCY,amc
2018-07-30,Varonis Systems...,,-0.06,62.13,-0.08,62.19,3363.0,VRNS,amc
2018-07-30,Onemain Holding...,,1.16,676.82,1.18,685.0,3414.0,OMF,amc
2018-07-30,Stifel Financia...,,1.13,743.9,1.22,742.73,3416.0,SF,amc
2018-07-30,Rexnord Corpora...,,0.36,498.03,0.41,503.6,3555.0,RXN,amc
2018-07-30,Quaker Chemical...,,1.42,215.95,1.56,221.96,3587.0,KWR,amc
2018-07-30,Eagle Materials...,,1.59,403.91,1.54,393.76,3253.0,EXP,bmo
2018-07-30,Texas Roadhouse...,,0.67,635.89,0.62,629.24,3513.0,TXRH,amc
2018-07-30,Caterpillar Inc...,,2.66,13772.24,2.97,14011.0,73538.0,CAT,bmo
2018-07-30,Logitech Intern...,,0.27,584.37,0.34,608.48,11757.0,LOGI,amc
2018-07-30,Simon Property...,,2.91,1382.86,2.98,1388.36,19531.0,SPG,bmo
2018-07-30,Sunpower Corpor...,,-0.32,420.0,-0.01,447.15,1664.0,SPWR,amc
2018-07-30,Range Resources...,,0.1,661.19,0.2,656.18,1616.0,RRC,amc
2018-07-30,Alliance Resour...,,0.63,493.9,0.64,516.14,412.0,ARLP,bmo
2018-07-30,Kla Corporation...,,2.14,1051.96,2.22,1070.0,31554.0,KLAC,amc
2018-07-30,Amkor Technolog...,,0.05,1030.13,0.14,1065.68,2964.0,AMKR,amc
2018-07-30,Transocean Ltd....,,-0.17,754.2,-0.04,790.0,1278.0,RIG,amc
2018-07-30,Heidrick  Strug...,,0.45,164.31,0.59,183.06,423.0,HSII,amc
2018-07-30,Tandem Diabetes...,,-0.35,29.18,-0.34,34.13,6234.0,TNDM,amc
2018-07-30,Aerojet Rocketd...,,0.26,465.05,0.45,467.2,2944.0,AJRD,amc
2018-07-30,Allison Transmi...,,1.0,652.42,1.29,711.0,4224.0,ALSN,amc
2018-07-30,"Rentacenter, In...",,0.23,642.3,0.47,655.73,1495.0,RCII,amc
2018-07-30,Seagate Technol...,,1.45,2805.78,1.62,2835.0,12682.0,STX,bmo
2018-07-30,"Illumina, Inc.",,1.11,787.65,1.43,830.0,57306.0,ILMN,amc
2018-07-30,Medpace Holding...,,0.42,153.23,0.61,170.14,3762.0,MEDP,amc
2018-07-30,Odonate Therape...,,-0.85,,-0.79,0.0,1279.0,ODT,amc
2018-07-30,Cognex Corporat...,,0.36,204.77,0.36,211.26,10902.0,CGNX,amc
2018-07-30,Alexandria Real...,,1.64,330.81,1.64,325.03,20902.0,ARE,amc
2018-07-30,Epr Properties,,1.86,133.51,1.87,137.02,2419.0,EPR,amc
2018-07-30,"Chegg, Inc.",,0.08,70.21,0.12,74.22,9469.0,CHGG,amc
2018-07-30,Advanced Energy...,,1.35,198.44,1.25,196.03,2679.0,AEIS,amc
2018-07-30,"Appfolio, Inc.",,0.19,45.55,0.24,47.24,5042.0,APPF,amc
2018-07-30,Unum Group,,1.27,2912.99,1.3,2892.9,3619.0,UNM,amc
2018-07-30,Vermilion Energ...,,0.18,273.05,0.18,305.73,784.0,VET,bmo
2018-07-30,"Therapeuticsmd,...",,-0.12,4.24,-0.15,3.76,609.0,TXMD,bmo
2018-07-30,Brixmor Propert...,,0.5,308.17,0.51,313.03,3424.0,BRX,amc
2018-07-30,Booz Allen Hami...,,0.58,1582.37,0.72,1646.85,10096.0,BAH,bmo
2018-07-30,"Kbr, Inc.",,0.33,1189.35,0.34,1267.0,3193.0,KBR,bmo
2018-07-30,Castlight Healt...,,-0.05,36.8,-0.05,37.78,175.0,CSLT,amc
2018-07-30,"Trex Company, I...",,0.64,190.77,0.73,206.69,7709.0,TREX,amc
2018-07-30,"Pgt, Inc.",,0.31,169.0,0.41,169.27,965.0,PGTI,bmo
2018-07-30,Harmonic Inc.,,0.0,95.53,0.05,99.16,488.0,HLIT,amc
2018-07-27,The Goodyear Ti...,,0.56,3899.57,0.62,3841.0,2260.0,GT,bmo
2018-07-27,Virtu Financial...,,0.4,271.48,0.31,202.93,5035.0,VIRT,bmo
2018-07-27,Basf Se,,0.55,,0.53,20022.86,55586.0,BASFY,bmo
2018-07-27,Moodys Corporat...,,1.88,1148.26,2.04,1175.1,54540.0,MCO,bmo
2018-07-27,Tenneco Inc.,,2.0,2547.67,1.92,2537.0,466.0,TEN,bmo
2018-07-27,Aon Plc,,1.63,2496.58,1.71,2561.0,47747.0,AON,bmo
2018-07-27,Dynagas Lng Par...,,0.0,31.11,0.08,30.89,110.0,DLNG,bmo
2018-07-27,"Immunogen, Inc....",,-0.29,14.15,-0.3,9.29,778.0,IMGN,bmo
2018-07-27,Portland Genera...,,0.42,458.54,0.51,449.0,3893.0,POR,bmo
2018-07-27,Advanced Semico...,,,,0.18,2839.23,10370.0,ASX,bmo
2018-07-27,Synchrony Finan...,,0.82,3818.55,0.92,3737.0,13215.0,SYF,bmo
2018-07-27,Phillips 66 Par...,,0.89,354.09,0.94,354.0,7140.0,PSXP,bmo
2018-07-27,Weyerhaeuser Co...,,0.41,1994.95,0.44,2065.0,19163.0,WY,bmo
2018-07-27,Welltower Inc.,,0.99,1098.76,1.0,1125.91,20657.0,WELL,bmo
2018-07-27,Colgatepalmoliv...,,0.77,3899.09,0.77,3886.0,63417.0,CL,bmo
2018-07-27,Cabot Oil  Gas...,,0.19,375.81,0.13,453.45,7386.0,COG,bmo
2018-07-27,"Ventas, Inc.",,1.02,918.66,1.08,942.3,13065.0,VTR,bmo
2018-07-27,Capital Product...,,0.28,59.82,0.07,65.54,154.0,CPLP,bmo
2018-07-27,"Merck  Co., Inc...",,1.03,10315.39,1.06,10465.0,199126.0,MRK,bmo
2018-07-27,Exxon Mobil Cor...,,1.26,70252.09,0.92,73501.0,188790.0,XOM,bmo
2018-07-27,Abbvie Inc.,,1.98,8274.62,2.0,8278.0,143835.0,ABBV,bmo
2018-07-27,"Twitter, Inc.",,0.17,700.02,0.17,710.54,29039.0,TWTR,bmo
2018-07-27,Zimmer Biomet H...,,1.88,1994.65,1.92,2007.6,27355.0,ZBH,bmo
2018-07-27,Hillrom Holding...,,1.13,707.5,1.15,708.6,7551.0,HRC,bmo
2018-07-27,Danone,,,,,,47651.0,DANOY,bmo
2018-07-27,"Grifols, S.a.",,0.34,1345.33,0.34,1308.99,13517.0,GRFS,bmo
2018-07-27,Weatherford Int...,,-0.18,1472.05,-0.16,1448.0,,WFTIQ,bmo
2018-07-27,Grupo Tmm Sab,,,,0.0,21.14,22.0,GTMAY,amc
2018-07-27,Manhattan Bridg...,,,,0.12,1.67,41.0,LOAN,bmo
2018-07-27,Old Point Finan...,,,,0.28,12.17,80.0,OPOF,amc
2018-07-27,Civeo Corporati...,,,,-0.29,130.18,91.0,CVEO,bmo
2018-07-27,Ur Energy Inc,,-0.01,6.16,0.02,3.81,93.0,URG,amc
2018-07-27,500.com Limited...,,,,-0.1,4.59,166.0,WBAI,bmo
2018-07-27,Biosig Technolo...,,,,-0.45,0.0,201.0,BSGM,amc
2018-07-27,Civista Bancsha...,,0.44,19.47,0.44,19.16,227.0,CIVB,bmo
2018-07-27,Oppenheimer Hol...,,,,0.63,242.56,280.0,OPY,bmo
2018-07-27,Midwestone Fina...,,0.66,32.61,0.71,32.07,304.0,MOFG,amc
2018-07-27,Wisdomtree Inve...,,0.09,74.21,0.09,74.78,563.0,WETF,bmo
2018-07-27,Gormanrupp Comp...,,,,0.46,111.83,822.0,GRC,bmo
2018-07-27,Southside Bancs...,,0.59,57.05,0.57,56.35,912.0,SBSI,bmo
2018-07-27,Provident Finan...,,0.3,88.2,0.3,88.12,941.0,PFS,bmo
2018-07-27,Virtus Investme...,,3.02,107.3,2.97,132.93,1010.0,VRTS,bmo
2018-07-27,Piper Jaffray C...,,,,0.92,173.48,1137.0,PIPR,bmo
2018-07-27,Mr. Cooper Grou...,,,,-0.12,3.08,1204.0,COOP,amc
2018-07-27,Industrial Logi...,,0.43,39.58,0.39,39.42,1342.0,ILPT,bmo
2018-07-27,"Veoneer, Inc.",,-0.64,592.8,-0.72,572.0,1378.0,VNE,bmo
2018-07-27,Sonic Automotiv...,,0.34,2504.05,0.35,2505.75,1679.0,SAH,bmo
2018-07-27,Moog Inc.,,1.14,689.63,1.15,692.02,1708.0,MOG.A,bmo
2018-07-27,Magellan Health...,,1.23,1883.37,0.92,1810.92,1883.0,MGLN,bmo
2018-07-27,"Barnes Group, I...",,0.75,385.56,0.9,375.32,1976.0,B,bmo
2018-07-27,Tri Pointe Grou...,,0.35,723.11,0.42,770.91,2142.0,TPH,bmo
2018-07-27,Cytodyn Inc.,,-0.06,,-0.04,0.0,3190.0,CYDY,amc
2018-07-27,Ricoh Co.,,0.1,4655.96,0.12,4501.55,5487.0,RICOY,bmo
2018-07-27,"Autoliv, Inc.",,1.88,2290.14,2.22,2211.5,5770.0,ALV,bmo
2018-07-27,Imperial Oil Li...,,0.39,5799.51,0.19,7395.73,12780.0,IMO,bmo
2018-07-27,Ameris Bancorp,,0.84,108.92,0.74,107.31,1557.0,ABCB,bmo
2018-07-26,Nvent Electric...,,0.42,542.0,0.44,542.7,3271.0,NVT,bmo
2018-07-26,Alkermes Plc,,0.1,263.26,0.29,304.64,3083.0,ALKS,bmo
2018-07-26,First Business...,,0.45,20.6,0.38,20.91,129.0,FBIZ,amc
2018-07-26,Erie Indemnity...,,1.4,471.02,1.52,621.46,9519.0,ERIE,amc
2018-07-26,"Evans Bancorp,...",,,,0.77,15.84,116.0,EVBN,amc
2018-07-26,Edwards Lifesci...,,0.38,964.7,0.41,943.7,47057.0,EW,amc
2018-07-26,"Expedia Group,...",,0.91,2894.83,1.38,2880.0,12340.0,EXPE,amc
2018-07-26,First American...,,1.24,1468.0,1.33,1491.16,6002.0,FAF,bmo
2018-07-26,Fortune Brands...,,1.03,1441.27,1.0,1429.0,9539.0,FBHS,amc
2018-07-26,"First Cash, Inc...",,0.65,422.92,0.7,419.97,2650.0,FCFS,bmo
2018-07-26,Discover Financ...,,1.89,2633.73,1.91,2603.0,15012.0,DFS,amc
2018-07-26,"Fti Consulting,...",,0.63,463.34,1.14,512.1,4266.0,FCN,bmo
2018-07-26,"First Hawaiian,...",,0.49,190.68,0.5,191.2,2307.0,FHB,amc
2018-07-26,Federated Herme...,,0.59,258.85,0.59,255.99,2368.0,FHI,amc
2018-07-26,Fair Isaac Corp...,,1.66,259.62,1.51,259.51,12092.0,FICO,amc
2018-07-26,Financial Insti...,,0.57,38.3,0.74,38.63,264.0,FISI,amc
2018-07-26,Comfort Systems...,,0.69,513.8,0.79,535.04,1516.0,FIX,amc
2018-07-26,Eqt Corporation...,,0.37,1102.92,0.44,1054.67,3414.0,EQT,bmo
2018-07-26,Enova Internati...,,0.53,239.89,0.59,253.3,424.0,ENVA,amc
2018-07-26,"Entegris, Inc.",,0.45,379.07,0.49,383.06,8305.0,ENTG,bmo
2018-07-26,Eastman Chemica...,,2.2,2606.08,2.22,2621.0,10357.0,EMN,amc
2018-07-26,"Emcor Group, In...",,1.0,1897.1,1.23,1953.89,3466.0,EME,bmo
2018-07-26,Edison Internat...,,0.82,2954.63,0.84,2815.0,20341.0,EIX,amc
2018-07-26,Endurance Inter...,,-0.04,288.15,-0.01,287.77,878.0,EIGI,bmo
2018-07-26,"Ehealth, Inc.",,-0.3,34.11,-0.4,32.66,2861.0,EHTH,amc
2018-07-26,Eldorado Gold C...,,0.0,125.95,0.0,153.17,1987.0,EGO,amc
2018-07-26,8x8 Inc,,-0.04,80.98,-0.04,83.23,1732.0,EGHT,amc
2018-07-26,Electronic Arts...,,0.06,743.27,0.26,798.0,40229.0,EA,amc
2018-07-26,Dover Motorspor...,,,,0.18,25.81,55.0,DVD,bmo
2018-07-26,Diana Shipping...,,-0.02,50.94,0.0,52.68,129.0,DSX,bmo
2018-07-26,"Drilquip, Inc.",,-0.08,95.02,-0.24,94.86,1207.0,DRQ,amc
2018-07-26,Dunkin Brands G...,,0.74,342.01,0.77,350.64,5589.0,DNKN,bmo
2018-07-26,Digital Realty...,,1.61,760.86,1.66,754.92,38449.0,DLR,amc
2018-07-26,"D.r. Horton, In...",,1.08,4325.74,1.18,4421.7,22797.0,DHI,bmo
2018-07-26,Flex Ltd.,,0.24,6486.08,0.24,6423.96,5361.0,FLEX,amc
2018-07-26,Republic First...,,,,0.04,24.43,130.0,FRBK,bmo
2018-07-26,"Fs Bancorp, Inc...",,1.18,17.43,1.13,17.54,152.0,FSBW,amc
2018-07-26,Hilltop Holding...,,0.41,392.27,0.35,384.28,1658.0,HTH,amc
2018-07-26,Lazard Ltd,,0.87,,1.1,740.7,3062.0,LAZ,bmo
2018-07-26,Lawson Products...,,0.23,87.01,0.35,90.38,284.0,LAWS,bmo
2018-07-26,Kkr  Co. Inc.,,0.46,377.61,0.49,397.75,19899.0,KKR,bmo
2018-07-26,Kimco Realty Co...,,0.36,290.28,0.37,289.38,4849.0,KIM,bmo
2018-07-26,Juniper Network...,,0.43,1179.72,0.48,1204.1,7999.0,JNPR,amc
2018-07-26,Jefferies Finan...,,1.88,789.7,0.08,911.16,4573.0,JEF,amc
2018-07-26,"Jakks Pacific,...",,-5.0,115.4,-7.2,105.78,22.0,JAKK,bmo
2018-07-26,Invesco Ltd.,,0.66,1396.13,0.66,1360.6,4929.0,IVZ,bmo
2018-07-26,Investors Banco...,,0.19,180.64,0.2,182.78,2099.0,ISBC,amc
2018-07-26,"Innoviva, Inc.",,,,0.49,67.09,1417.0,INVA,amc
2018-07-26,Intel Corporati...,,0.99,16910.07,1.04,16962.0,257004.0,INTC,amc
2018-07-26,World Fuel Serv...,,0.45,9351.51,0.47,10150.8,1542.0,INT,amc
2018-07-26,Independent Ban...,,0.39,38.7,0.44,41.3,298.0,IBCP,bmo
2018-07-26,"Marinemax, Inc....",,0.81,374.26,0.79,361.25,564.0,HZO,bmo
2018-07-26,Heritage Commer...,,0.03,32.6,0.02,32.94,421.0,HTBK,amc
2018-07-26,"First Solar, In...",,-0.02,479.3,-0.46,309.32,6433.0,FSLR,amc
2018-07-26,Hershey Company...,,1.1,1746.7,1.14,1751.62,28562.0,HSY,bmo
2018-07-26,"Houlihan Lokey,...",,0.61,234.2,0.55,220.0,3733.0,HLI,amc
2018-07-26,The Hartford Fi...,,1.02,,1.13,4737.0,14910.0,HIG,amc
2018-07-26,He Equipment Se...,,0.46,279.3,0.58,310.36,674.0,HEES,bmo
2018-07-26,Vapor Corp.,,,,0.0,3.28,9.0,HCMC,amc
2018-07-26,Harvard Bioscie...,,0.06,30.5,0.07,31.52,129.0,HBIO,amc
2018-07-26,Great Western B...,,0.74,122.85,0.78,123.61,746.0,GWB,bmo
2018-07-26,"Gsi Technology,...",,,,-0.08,11.27,157.0,GSIT,amc
2018-07-26,W.r. Grace  Co....,,0.94,471.8,1.07,485.7,3301.0,GRA,bmo
2018-07-26,Group 1 Automot...,,2.18,,2.45,2943.46,1348.0,GPI,bmo
2018-07-26,"Gnc Holdings, I...",,0.14,623.29,0.2,617.94,,GNC,bmo
2018-07-26,Gaslog Partners...,,0.35,75.3,0.4,76.93,203.0,GLOP,bmo
2018-07-26,Gain Capital Ho...,,0.18,93.57,0.1,84.2,231.0,GCAP,amc
2018-07-26,Fortive Corpora...,,0.89,1833.83,0.91,1856.0,23991.0,FTV,amc
2018-07-26,Digi Internatio...,,0.04,57.8,0.09,62.72,334.0,DGII,amc
2018-07-26,Deckers Outdoor...,,-1.42,228.92,-0.98,250.59,5636.0,DECK,amc
2018-07-26,Luther Burbank...,,0.2,32.6,0.2,31.98,524.0,LBC,amc
2018-07-26,Banc Of Califor...,,0.2,79.67,0.16,80.83,519.0,BANC,bmo
2018-07-26,"Amazon.com, Inc...",,2.49,53448.75,5.07,52886.0,1565304.0,AMZN,amc
2018-07-26,Air Products An...,,1.84,2291.11,1.95,2259.0,64134.0,APD,bmo
2018-07-26,Ardagh Group S....,,0.54,2288.43,0.51,2347.0,256.0,ARD,bmo
2018-07-26,Altisource Port...,,0.49,225.0,0.6,218.56,203.0,ASPS,bmo
2018-07-26,"Aptargroup, Inc...",,1.01,688.02,1.09,710.61,7586.0,ATR,amc
2018-07-26,Yamana Gold Inc...,,0.02,,0.06,431.5,5630.0,AUY,amc
2018-07-26,Baxter Internat...,,0.71,2836.12,0.77,2842.0,44974.0,BAX,bmo
2018-07-26,Dime Community...,,0.36,39.5,0.33,38.37,401.0,DCOM,amc
2018-07-26,Brunswick Corpo...,,1.55,1348.01,1.5,1400.9,5291.0,BC,bmo
2018-07-26,Brightcove Inc....,,-0.06,41.6,-0.07,41.65,314.0,BCOV,amc
2018-07-26,Bjs Restaurants...,,0.64,282.95,0.79,287.63,413.0,BJRI,amc
2018-07-26,Bristol Myers S...,,0.87,5483.84,1.01,5704.0,135309.0,BMY,bmo
2018-07-26,Dmc Global Inc....,,0.42,75.0,0.45,80.92,426.0,BOOM,amc
2018-07-26,The Bank Of Pri...,,0.57,11.61,0.53,16.54,128.0,BPRN,amc
2018-07-26,Amgen Inc.,,3.52,5722.66,3.83,6059.0,151715.0,AMGN,amc
2018-07-26,Amcor Plc,,0.12,1022.24,0.13,1033.3,17404.0,AMCR,bmo
2018-07-26,Alexion Pharmac...,,1.69,980.74,2.07,1045.0,23631.0,ALXN,bmo
2018-07-26,Peoples Utah Ba...,,0.52,30.79,0.54,31.04,403.0,ALTA,amc
2018-07-26,Ally Financial...,,0.71,1465.71,0.83,1458.0,7959.0,ALLY,bmo
2018-07-26,Allegion Plc,,1.2,699.67,1.25,704.7,10127.0,ALLE,bmo
2018-07-26,Alaska Air Grou...,,1.63,2174.21,1.66,2156.0,4438.0,ALK,bmo
2018-07-26,Arthur J. Galla...,,0.62,1579.65,0.62,1625.0,19728.0,AJG,amc
2018-07-26,Altra Industria...,,0.66,236.8,0.71,237.32,2121.0,AIMC,bmo
2018-07-26,Aflac Incorpora...,,0.98,5695.0,1.07,5589.0,26196.0,AFL,amc
2018-07-26,Adient Plc,,1.56,4335.86,1.45,4494.0,1661.0,ADNT,bmo
2018-07-26,Ares Commercial...,,0.32,27.3,0.35,29.6,294.0,ACRE,bmo
2018-07-26,Allegiance Banc...,,0.62,30.06,0.68,29.62,490.0,ABTX,bmo
2018-07-26,"Abiomed, Inc.",,0.8,171.92,0.78,180.01,13449.0,ABMD,bmo
2018-07-26,Alliancebernste...,,0.59,690.9,0.62,719.69,2821.0,AB,bmo
2018-07-26,"Aarons,  Inc.",,0.76,927.28,0.84,927.86,2931.0,AAN,bmo
2018-07-26,American Airlin...,,1.59,11651.99,1.63,11643.0,5828.0,AAL,bmo
2018-07-26,Borgwarner Inc....,,1.1,2718.8,1.18,2694.0,7816.0,BWA,bmo
2018-07-26,Bridgewater Ban...,,0.2,16.4,0.22,16.38,277.0,BWB,bmo
2018-07-26,"Byline Bancorp,...",,0.27,49.8,0.32,53.56,497.0,BY,amc
2018-07-26,Coresite Realty...,,1.24,133.2,1.28,136.45,4618.0,COR,bmo
2018-07-26,Data Io Corpora...,,,,0.06,7.2,29.0,DAIO,amc
2018-07-26,"Cytokinetics, I...",,-0.49,5.54,-0.51,6.22,1420.0,CYTK,amc
2018-07-26,Community Healt...,,-0.43,3512.48,-0.01,3562.0,449.0,CYH,amc
2018-07-26,Columbia Proper...,,0.37,72.61,0.39,75.37,1367.0,CXP,amc
2018-07-26,Cenovus Energy...,,0.0,4252.46,-0.19,4670.87,6058.0,CVE,bmo
2018-07-26,Covanta Holding...,,-0.1,450.38,-0.01,454.0,1272.0,CVA,amc
2018-07-26,Cubesmart,,0.41,147.0,0.41,147.82,5359.0,CUBE,amc
2018-07-26,Cts Corporation...,,0.32,115.0,0.39,118.02,640.0,CTS,bmo
2018-07-26,Capstar Financi...,,0.28,14.5,0.29,14.35,203.0,CSTR,amc
2018-07-26,Champions Oncol...,,-0.04,5.05,-0.04,4.92,111.0,CSBR,amc
2018-07-26,"Carbo Ceramics,...",,-0.53,58.32,-0.55,57.99,,CRRTQ,bmo
2018-07-26,"Carters, Inc.",,0.56,684.12,0.79,696.2,3773.0,CRI,bmo
2018-07-26,Crescent Point...,,0.09,706.95,0.15,718.68,921.0,CPG,bmo
2018-07-26,"Cowen Group, In...",,,,0.71,234.57,491.0,COWN,bmo
2018-07-26,Columbia Sports...,,-0.1,447.38,0.16,481.62,5268.0,COLM,amc
2018-07-26,Boyd Gaming Cor...,,0.33,603.67,0.38,616.79,2446.0,BYD,amc
2018-07-26,Connectone Banc...,,0.53,40.36,0.54,40.33,567.0,CNOB,bmo
2018-07-26,Cms Energy Corp...,,0.41,1451.0,0.48,1492.0,17786.0,CMS,bmo
2018-07-26,Chipotle Mexica...,,2.78,1261.49,2.87,1266.52,32440.0,CMG,amc
2018-07-26,Cme Group Inc.,,1.72,1048.5,1.74,1059.6,60322.0,CME,bmo
2018-07-26,Comcast Corpora...,,0.61,21862.79,0.65,21735.0,193823.0,CMCSA,bmo
2018-07-26,Town Sports Int...,,0.04,110.71,0.02,112.33,13.0,CLUB,amc
2018-07-26,"Clearfield, Inc...",,0.09,21.5,0.13,21.48,187.0,CLFD,amc
2018-07-26,Cloud Peak Ener...,,-0.15,222.58,-0.38,205.7,,CLDPQ,amc
2018-07-26,Circor Internat...,,0.49,282.97,0.57,301.37,565.0,CIR,amc
2018-07-26,Cincinnati Fina...,,0.54,1443.7,0.81,1453.0,12567.0,CINF,amc
2018-07-26,"Cbtx, Inc.",,,,0.44,34.38,446.0,CBTX,amc
2018-07-26,Cass Informatio...,,,,0.5,36.36,565.0,CASS,bmo
