startdatetime,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
2020-03-12,LDDFF,"Liberty Defense Holdings, Ltd.",2020-03-12T04:00:00.000Z,TNS,-0.03,-0.03,-7.14,0,EQUITY
2020-03-12,DLNG-PB,Dynagas LNG Partners LP,2020-03-12T04:00:00.000Z,TNS,0.09,0.08,-11.11,0,EQUITY
2020-03-12,DCBOF,Docebo Inc.,2020-03-12T04:00:00.000Z,TNS,-0.06,-0.12,-90.48,0,EQUITY
2020-03-12,DKNGW,DraftKings Inc.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,DKNG,DraftKings Inc.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,DOCU,"DocuSign, Inc.",2020-03-12T04:00:00.000Z,TNS,0.05,0.12,140.0,0,EQUITY
2020-03-12,SDPI,"Superior Drilling Products, Inc.",2020-03-12T04:00:00.000Z,TNS,0.0,0.0,,0,EQUITY
2020-03-12,DELHF,De'Longhi S.p.A.,2020-03-12T04:00:00.000Z,TNS,,0.59,,0,EQUITY
2020-03-12,DLNG,Dynagas LNG Partners LP,2020-03-12T04:00:00.000Z,TNS,0.09,0.08,-11.11,0,EQUITY
2020-03-12,GDEN,"Golden Entertainment, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.25,-0.28,-10.24,0,EQUITY
2020-03-12,EVOK,"Evoke Pharma, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.06,-0.06,0.0,0,EQUITY
2020-03-12,ERTWF,Eurotech S.p.A.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,EUSHF,Eurocash S.A.,2020-03-12T04:00:00.000Z,TNS,0.39,0.3,-23.66,0,EQUITY
2020-03-12,EENNF,ENAV S.p.A.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,SNVVF,STEP Energy Services Ltd.,2020-03-12T04:00:00.000Z,TNS,-0.25,-0.16,36.76,0,EQUITY
2020-03-12,GNE-PA,Genie Energy Ltd.,2020-03-12T04:00:00.000Z,TNS,0.18,0.0,-100.0,0,EQUITY
2020-03-12,FEIM,"Frequency Electronics, Inc.",2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,TOTZF,Total Energy Services Inc.,2020-03-12T04:00:00.000Z,TNS,0.23,0.19,-15.56,0,EQUITY
2020-03-12,EANRF,Eastmain Resources Inc.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,EUZOF,Eurazeo SE,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,EXPI,"eXp World Holdings, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.08,0.01,112.5,0,EQUITY
2020-03-12,MRAM,"Everspin Technologies, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.16,-0.13,20.73,0,EQUITY
2020-03-12,PNWRF,Valeura Energy Inc.,2020-03-12T04:00:00.000Z,TNS,0.0,0.0,,0,EQUITY
2020-03-12,EFRTF,Nexus Real Estate Investment Trust,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,GNE,Genie Energy Ltd.,2020-03-12T04:00:00.000Z,TNS,0.18,0.0,-100.0,0,EQUITY
2020-03-13,SLNG,Stabilis Energy Inc,2020-03-13T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-12,EXRTF,exactEarth Ltd.,2020-03-12T04:00:00.000Z,TNS,,-0.03,,0,EQUITY
2020-03-12,FLXN,"Flexion Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.95,-0.88,7.56,0,EQUITY
2020-03-12,SIRZF,Sir Royalty Income Fund,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,REFR,Research Frontiers Inc,2020-03-12T20:00:00.000Z,TAS,,,,0,EQUITY
2020-03-12,FLL,"Full House Resorts, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.05,-0.15,-206.12,0,EQUITY
2020-03-12,FLNT,"Fluent, Inc.",2020-03-12T04:00:00.000Z,TNS,0.03,0.01,-66.67,0,EQUITY
2020-03-13,FALC,FalconStor Software Inc,2020-03-13T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-12,SALM,"Salem Media Group, Inc.",2020-03-12T04:00:00.000Z,TNS,0.01,-0.08,-1700.0,0,EQUITY
2020-03-12,GCO,Genesco Inc.,2020-03-12T04:00:00.000Z,TNS,2.74,3.09,12.61,0,EQUITY
2020-03-12,GPS,"The Gap, Inc.",2020-03-12T04:00:00.000Z,TNS,0.41,0.58,40.44,0,EQUITY
2020-03-12,NFYEF,NFI Group Inc.,2020-03-12T04:00:00.000Z,TNS,0.66,0.49,-25.3,0,EQUITY
2020-03-12,GLMD,Galmed Pharmaceuticals Ltd.,2020-03-12T04:00:00.000Z,TNS,-0.34,-0.39,-13.37,0,EQUITY
2020-03-12,GSHD,"Goosehead Insurance, Inc",2020-03-12T04:00:00.000Z,TNS,0.07,0.07,4.48,0,EQUITY
2020-03-12,UNIT,Uniti Group Inc.,2020-03-12T04:00:00.000Z,TNS,0.03,-0.06,-276.47,0,EQUITY
2020-03-12,GTYH,GTY Technology Holdings Inc.,2020-03-12T04:00:00.000Z,TNS,-0.07,0.01,113.33,0,EQUITY
2020-03-12,SLGG,"Super League Gaming, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.35,-0.44,-25.71,0,EQUITY
2020-03-12,SENS,"Senseonics Holdings, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.16,-0.18,-12.5,0,EQUITY
2020-03-12,HABT,"The Habit Restaurants, Inc.",2020-03-12T04:00:00.000Z,TNS,0.01,0.04,566.67,0,EQUITY
2020-03-12,IDWM,IDW Media Holdings Inc,2020-03-12T21:00:00.000Z,TAS,,,,0,EQUITY
2020-03-12,HSDT,"Helius Medical Technologies, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.21,,,0,EQUITY
2020-03-12,HHS,"Harte Hanks, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.11,-0.49,-345.45,0,EQUITY
2020-03-12,HARP,"Harpoon Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.53,-0.58,-9.43,0,EQUITY
2020-03-12,RMRHF,Rand Merchant Investment Holdings Limited,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,FIXX,"Homology Medicines, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.68,-0.55,19.47,0,EQUITY
2020-03-12,NSCO,"Nesco Holdings, Inc.",2020-03-12T04:00:00.000Z,TNS,0.08,0.06,-25.0,0,EQUITY
2020-03-12,NOBH,Nobility Homes Inc,2020-03-12T14:59:00.000Z,TNS,,,,0,EQUITY
2020-03-12,IMH,"Impac Mortgage Holdings, Inc.",2020-03-12T04:00:00.000Z,TNS,0.26,0.08,-69.23,0,EQUITY
2020-03-12,TISI,"Team, Inc.",2020-03-12T04:00:00.000Z,TNS,0.03,-0.08,-420.0,0,EQUITY
2020-03-12,ZUMZ,Zumiez Inc.,2020-03-12T04:00:00.000Z,TNS,1.36,1.48,8.82,0,EQUITY
2020-03-12,ZUO,"Zuora, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.1,-0.09,6.25,0,EQUITY
2020-03-12,NLTX,"Neoleukin Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.37,-0.22,40.54,0,EQUITY
2020-03-12,INVE,"Identiv, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.13,-0.12,7.69,0,EQUITY
2020-03-12,REED,"Reed's, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.08,-0.09,-16.88,0,EQUITY
2020-03-12,RMNI,"Rimini Street, Inc.",2020-03-12T04:00:00.000Z,TNS,0.08,0.05,-37.5,0,EQUITY
2020-03-12,PIRS,"Pieris Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.28,-0.06,78.42,0,EQUITY
2020-03-12,INO,"Inovio Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.24,-0.38,-59.66,0,EQUITY
2020-03-12,MTEM,"Molecular Templates, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.25,-0.41,-61.42,0,EQUITY
2020-03-12,VRAY,"ViewRay, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.25,-0.31,-24.5,0,EQUITY
2020-03-12,SPAR,"Spartan Motors, Inc.",2020-03-12T04:00:00.000Z,TNS,0.36,0.47,31.65,0,EQUITY
2020-03-12,TOPS,Top Ships Inc.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,SHSP,"SharpSpring, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.18,-0.19,-5.56,0,EQUITY
2020-03-12,NXTC,"NextCure, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.45,-0.34,25.33,0,EQUITY
2020-03-12,TOPS,Top Ships Inc.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,SHSP,"SharpSpring, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.18,-0.19,-5.56,0,EQUITY
2020-03-12,MOGU,MOGU Inc.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,MACK,Merrimack Pharmaceuticals Inc,2020-03-12T21:17:00.000Z,TAS,,,,0,EQUITY
2020-03-12,LAIX,LAIX Inc.,2020-03-12T04:00:00.000Z,TNS,-2.83,-4.23,-49.21,0,EQUITY
2020-03-12,ITRM,Iterum Therapeutics plc,2020-03-12T04:00:00.000Z,TNS,-1.7,-1.59,6.58,0,EQUITY
2020-03-12,MDLA,"Medallia, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.03,0.0,100.0,0,EQUITY
2020-03-12,RFIL,"RF Industries, Ltd.",2020-03-12T04:00:00.000Z,TNS,0.02,0.0,-100.0,0,EQUITY
2020-03-12,RGLS,Regulus Therapeutics Inc.,2020-03-12T04:00:00.000Z,TNS,-0.24,-0.23,4.17,0,EQUITY
2020-03-12,MYO,"Myomo, Inc.",2020-03-12T04:00:00.000Z,TNS,-4.59,-4.81,-4.72,0,EQUITY
2020-03-12,NNBR,"NN, Inc.",2020-03-12T04:00:00.000Z,TNS,0.14,0.14,1.45,0,EQUITY
2020-03-12,IDRA,"Idera Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.35,-1.76,-400.0,0,EQUITY
2020-03-12,QBCRF,Quebecor Inc.,2020-03-12T04:00:00.000Z,TNS,0.6,0.63,4.3,0,EQUITY
2020-03-12,XFOR,"X4 Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.83,-0.66,20.67,0,EQUITY
2020-03-12,TGEN,Tecogen Inc.,2020-03-12T04:00:00.000Z,TNS,0.0,0.0,,0,EQUITY
2020-03-12,TLYS,"Tilly's, Inc.",2020-03-12T04:00:00.000Z,TNS,0.2,0.21,6.6,0,EQUITY
2020-03-12,TORC,"resTORbio, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.63,-0.79,-26.0,0,EQUITY
2020-03-12,INOD,Innodata Inc,2020-03-12T15:00:00.000Z,TAS,,,,0,EQUITY
2020-03-12,INOD,Innodata Inc,2020-03-12T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-12,OBNNF,Osisko Mining Inc.,2020-03-12T04:00:00.000Z,TNS,-0.01,-0.04,-300.0,0,EQUITY
2020-03-12,PFSW,"PFSweb, Inc.",2020-03-12T04:00:00.000Z,TNS,0.08,0.15,87.5,0,EQUITY
2020-03-12,LIZI,Lizhi Inc.,2020-03-12T04:00:00.000Z,TNS,-0.11,-0.4,-263.64,0,EQUITY
2020-03-12,TTPH,"Tetraphase Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-5.68,-1.15,79.75,0,EQUITY
2020-03-12,TRVN,"Trevena, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.08,-0.07,17.65,0,EQUITY
2020-03-12,LXRX,"Lexicon Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.77,-0.48,37.74,0,EQUITY
2020-03-12,VALU,"Value Line, Inc.",2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,VHI,"Valhi, Inc.",2020-03-12T04:00:00.000Z,TNS,0.04,0.03,-25.0,0,EQUITY
2020-03-12,WORK,"Slack Technologies, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.05,-0.04,23.08,0,EQUITY
2020-03-12,SRT,"StarTek, Inc.",2020-03-12T04:00:00.000Z,TNS,0.02,-0.14,-708.7,0,EQUITY
2020-03-12,ISNS,Image Sensing Systems Inc,2020-03-12T20:30:10.000Z,TAS,,,,0,EQUITY
2020-03-13,RDVT,Red Violet Inc,2020-03-13T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-13,IQ,IQIYI Inc,2020-03-13T00:00:00.000Z,AMC,-0.6,-0.49,18.33,0,EQUITY
2020-03-12,FOMX,Menlo Therapeutics Inc.,2020-03-12T04:00:00.000Z,TNS,,-0.63,,0,EQUITY
2020-03-12,PTE,"PolarityTE, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.9,-0.76,15.37,0,EQUITY
2020-03-12,SVRA,Savara Inc.,2020-03-12T04:00:00.000Z,TNS,-0.41,-0.72,-75.61,0,EQUITY
2020-03-12,SWTX,"SpringWorks Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.37,-0.39,-5.69,0,EQUITY
2020-03-12,SYBX,"Synlogic, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.44,-0.37,16.67,0,EQUITY
2020-03-12,MIRM,"Mirum Pharmaceuticals, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.85,-0.79,7.06,0,EQUITY
2020-03-12,YMAB,"Y-mAbs Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.67,-0.6,10.31,0,EQUITY
2020-03-12,VOLT,"Volt Information Sciences, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.26,-0.5,-92.31,0,EQUITY
2020-03-12,IPGOF,Salini Impregilo S.p.A.,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,OCUL,"Ocular Therapeutix, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.45,-0.53,-17.78,0,EQUITY
2020-03-12,MRKR,"Marker Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.13,-0.11,12.7,0,EQUITY
2020-03-12,PWFL,"PowerFleet, Inc.",2020-03-12T04:00:00.000Z,TNS,0.06,-0.06,-203.45,0,EQUITY
2020-03-12,RDNT,"RadNet, Inc.",2020-03-12T04:00:00.000Z,TNS,0.15,0.21,42.86,0,EQUITY
2020-03-12,KPTSF,KP Tissue Inc.,2020-03-12T04:00:00.000Z,TNS,0.19,,,0,EQUITY
2020-03-12,KZR,"Kezar Life Sciences, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.54,-0.5,7.75,0,EQUITY
2020-03-12,RUBY,"Rubius Therapeutics, Inc.",2020-03-12T04:00:00.000Z,TNS,-0.6,-0.56,6.98,0,EQUITY
2020-03-13,SDRMU,Sandridge Mississippian Trust II,2020-03-13T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-12,FINMY,Leonardo S.p.a.,2020-03-12T04:00:00.000Z,TNS,,0.82,,0,EQUITY
2020-03-12,STVMF,Stavely Minerals Limited,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,FINMF,Leonardo S.p.a.,2020-03-12T04:00:00.000Z,TNS,,0.82,,0,EQUITY
2020-03-13,XNET,Xunlei Ltd,2020-03-13T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-12,MRUS,Merus N.V.,2020-03-12T04:00:00.000Z,TNS,-0.46,-0.92,-100.0,0,EQUITY
2020-03-12,TBGNF,Oxurion NV,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,NBRV,Nabriva Therapeutics plc,2020-03-12T04:00:00.000Z,TNS,-0.33,-0.29,12.65,0,EQUITY
2020-03-12,RUBSF,Rubis,2020-03-12T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-12,TODGF,TOD'S S.p.A.,2020-03-12T04:00:00.000Z,TNS,0.15,,,0,EQUITY
2020-03-13,DMTRF,"3-D Matrix, Ltd.",2020-03-13T04:00:00.000Z,TNS,,-22.04,,0,EQUITY
2020-03-13,YPF,YPF Sociedad Anonima,2020-03-13T04:00:00.000Z,TNS,-0.24,-0.45,-89.5,0,EQUITY
2020-03-13,ARZGF,Assicurazioni Generali S.p.A.,2020-03-13T04:00:00.000Z,TNS,,0.18,,0,EQUITY
2020-03-13,ACHV,"Achieve Life Sciences, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.32,-0.3,6.25,0,EQUITY
2020-03-13,LAC,Lithium Americas Corp.,2020-03-13T04:00:00.000Z,TNS,-0.14,-0.05,64.29,0,EQUITY
2020-03-13,ARTNA,Artesian Resources Corporation,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,FPRUF,Fraport AG,2020-03-13T04:00:00.000Z,TNS,0.97,0.45,-53.66,0,EQUITY
2020-03-13,APLT,"Applied Therapeutics, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.64,-1.57,-143.79,0,EQUITY
2020-03-13,AOTVF,Ascot Resources Ltd.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,ARZGY,Assicurazioni Generali S.p.A.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,ADXS,"Advaxis, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.19,-0.15,21.05,0,EQUITY
2020-03-13,JAX,"J. Alexander's Holdings, Inc.",2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,SVBL,"Silver Bull Resources, Inc.",2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,BSGM,"BioSig Technologies, Inc.",2020-03-13T04:00:00.000Z,TNS,,-0.69,,0,EQUITY
2020-03-13,BOMN,Boston Omaha Corporation,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,IBA,"Industrias Bachoco, S.A.B. de C.V.",2020-03-13T04:00:00.000Z,TNS,0.57,0.16,-71.58,0,EQUITY
2020-03-13,PMCB,"PharmaCyte Biotech, Inc.",2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,BKE,"The Buckle, Inc.",2020-03-13T04:00:00.000Z,TNS,0.87,0.96,9.97,0,EQUITY
2020-03-13,BSSMF,Bass Metals Limited,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,EIGR,"Eiger BioPharmaceuticals, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.43,-0.68,-58.14,0,EQUITY
2020-03-13,SQBG,"Sequential Brands Group, Inc.",2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,GFED,Guaranty Federal Bancshares Inc,2020-03-13T14:59:00.000Z,TNS,0.56,0.55,-1.79,0,EQUITY
2020-03-13,PTGEF,Portage Biotech Inc,2020-03-13T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-13,ISBA,Isabella Bank Corp,2020-03-13T14:59:00.000Z,TNS,,,,0,EQUITY
2020-03-13,BIOS,Option Care Health Inc,2020-03-13T16:30:00.000Z,BMO,-0.01,,,0,EQUITY
2020-03-13,RVXCF,Resverlogix Corp.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,CMT,Core Molding Technologies Inc,2020-03-13T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-13,HCAP,Harvest Capital Credit Corporation,2020-03-13T04:00:00.000Z,TNS,0.2,0.19,-2.56,0,EQUITY
2020-03-13,JKS,"JinkoSolar Holding Co., Ltd.",2020-03-13T04:00:00.000Z,TNS,1.39,1.4,1.01,0,EQUITY
2020-03-13,CTRN,"Citi Trends, Inc.",2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,CDZI,Cadiz Inc.,2020-03-13T04:00:00.000Z,TNS,-0.2,-0.26,-30.0,0,EQUITY
2020-03-13,ZSAN,Zosano Pharma Corporation,2020-03-13T04:00:00.000Z,TNS,-0.47,-0.45,5.26,0,EQUITY
2020-03-13,FF,FutureFuel Corp,2020-03-13T21:29:43.000Z,TAS,,,,0,EQUITY
2020-03-14,EMGC,Emergent Capital Inc,2020-03-14T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-13,CRAWA,Crawford United Corporation,2020-03-13T04:00:00.000Z,TNS,0.49,0.51,4.08,0,EQUITY
2020-03-13,CREX,"Creative Realities, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.04,0.06,250.0,0,EQUITY
2020-03-13,CNTY,"Century Casinos, Inc.",2020-03-13T04:00:00.000Z,TNS,0.04,-0.68,-1681.4,0,EQUITY
2020-03-14,TRTC,Terra Tech Corp,2020-03-14T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-13,HMI,Huami Corporation,2020-03-13T04:00:00.000Z,TNS,3.04,3.31,8.85,0,EQUITY
2020-03-13,MMAC,MMA Capital Holdings Inc,2020-03-13T11:00:05.000Z,TAS,,,,0,EQUITY
2020-03-14,CHN,China Fund Inc,2020-03-14T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-13,ORBT,Orbit International Corp,2020-03-13T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-13,OFS,OFS Capital Corporation,2020-03-13T04:00:00.000Z,TNS,0.35,0.34,-2.86,0,EQUITY
2020-03-13,KEGXD,"Key Energy Services, Inc.",2020-03-13T04:00:00.000Z,TNS,-72.72,-64.55,11.24,0,EQUITY
2020-03-13,ELEAF,EL.En. S.p.A.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,NLIOF,Exore Resources Limited,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-14,ELLH,Elah Holdings Inc,2020-03-14T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-13,FPH,"Five Point Holdings, LLC",2020-03-13T04:00:00.000Z,TNS,0.06,0.05,-16.67,0,EQUITY
2020-03-13,GOGO,Gogo Inc.,2020-03-13T04:00:00.000Z,TNS,-0.49,-0.28,43.09,0,EQUITY
2020-03-13,HHR,HeadHunter Group PLC,2020-03-13T04:00:00.000Z,TNS,11.23,13.83,23.15,0,EQUITY
2020-03-13,SUPGF,Superior Gold Inc.,2020-03-13T04:00:00.000Z,TNS,-0.03,-0.03,11.76,0,EQUITY
2020-03-13,ITPOF,Intertape Polymer Group Inc.,2020-03-13T04:00:00.000Z,TNS,0.25,0.23,-6.12,0,EQUITY
2020-03-13,SLS,"SELLAS Life Sciences Group, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.72,-1.54,-112.41,0,EQUITY
2020-03-13,OSG,Overseas Shipholding Group Inc,2020-03-13T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-13,RGLXF,RTL Group S.A.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,PICO,Pico Holdings Inc,2020-03-13T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-13,HROW,"Harrow Health, Inc.",2020-03-13T04:00:00.000Z,TNS,0.06,0.1,81.82,0,EQUITY
2020-03-13,JP,Jupai Holdings Ltd,2020-03-13T16:30:00.000Z,BMO,,,,0,EQUITY
2020-03-13,TTSH,"Tile Shop Holdings, Inc.",2020-03-13T04:00:00.000Z,TNS,,-0.09,,0,EQUITY
2020-03-13,OSTK,"Overstock.com, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.34,-0.73,-114.71,0,EQUITY
2020-03-13,NEOS,"Neos Therapeutics, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.03,-0.07,-159.26,0,EQUITY
2020-03-13,VRCA,Verrica Pharmaceuticals Inc.,2020-03-13T04:00:00.000Z,TNS,-0.29,-0.31,-5.08,0,EQUITY
2020-03-13,NTRP,"Neurotrope, Inc.",2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,JBL,Jabil Inc.,2020-03-13T04:00:00.000Z,TNS,0.64,0.5,-22.24,0,EQUITY
2020-03-13,PGNX,"Progenics Pharmaceuticals, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.2,-0.13,36.27,0,EQUITY
2020-03-13,RCKTF,Rock Tech Lithium Inc.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,KIRK,"Kirkland's, Inc.",2020-03-13T04:00:00.000Z,TNS,,-0.35,,0,EQUITY
2020-03-13,IMAHF,I-Minerals Inc.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,OLP,"One Liberty Properties, Inc.",2020-03-13T04:00:00.000Z,TNS,0.19,0.23,21.05,0,EQUITY
2020-03-13,STML,"Stemline Therapeutics, Inc.",2020-03-13T04:00:00.000Z,TNS,-0.35,-0.38,-7.34,0,EQUITY
2020-03-13,PLXP,PLx Pharma Inc.,2020-03-13T04:00:00.000Z,TNS,-0.48,-0.25,47.92,0,EQUITY
2020-03-13,IRCSF,IRCE S.p.A.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,LPCN,Lipocine Inc.,2020-03-13T04:00:00.000Z,TNS,-0.15,-0.1,34.64,0,EQUITY
2020-03-13,NTEC,Intec Pharma Ltd.,2020-03-13T04:00:00.000Z,TNS,-0.15,-0.18,-20.0,0,EQUITY
2020-03-13,SNMP,Sanchez Midstream Partners LP,2020-03-13T04:00:00.000Z,TNS,,-2.06,,0,EQUITY
2020-03-13,NORZF,NorZinc Ltd.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,SOL,ReneSola Ltd,2020-03-13T04:00:00.000Z,TNS,0.02,-0.23,-1250.0,0,EQUITY
2020-03-14,PER,SandRidge Permian Trust,2020-03-14T00:00:00.000Z,AMC,,,,0,EQUITY
2020-03-13,RPYTF,Reply S.p.A.,2020-03-13T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-13,WTSHF,,2020-03-13T04:00:00.000Z,TNS,0.53,0.55,4.17,0,EQUITY
2020-03-15,FSHUF,Fu Shou Yuan International Group Limited,2020-03-15T04:00:00.000Z,TNS,,,,0,EQUITY
2020-03-15,GZTGF,Gazit Globe Ltd,2020-03-15T04:00:00.000Z,TNS,,1.18,,0,EQUITY
2020-03-16,JOBS,"51job, Inc.",2020-03-16T04:00:00.000Z,TNS,6.32,6.33,0.16,0,EQUITY
2020-03-16,NBEV,New Age Beverages Corporation,2020-03-16T04:00:00.000Z,TNS,-0.08,-0.26,-213.25,0,EQUITY
2020-03-16,AKRO,"Akero Therapeutics, Inc.",2020-03-16T04:00:00.000Z,TNS,-0.59,-0.55,6.46,0,EQUITY
2020-03-16,ARCE,Arco Platform Limited,2020-03-16T04:00:00.000Z,TNS,1.18,1.42,20.34,0,EQUITY
2020-03-16,ARPO,"Aerpio Pharmaceuticals, Inc.",2020-03-16T04:00:00.000Z,TNS,-0.12,-0.11,8.33,0,EQUITY
2020-03-16,ACRX,"AcelRx Pharmaceuticals, Inc.",2020-03-16T04:00:00.000Z,TNS,-0.2,-0.18,8.63,0,EQUITY
2020-03-16,IOTS,Adesto Technologies Corporation,2020-03-16T04:00:00.000Z,TNS,-0.01,-0.14,-976.92,0,EQUITY
2020-03-16,AREX,Approach Resources Inc,2020-03-16T14:59:00.000Z,TNS,-0.06,,,0,EQUITY
2020-03-16,ATHX,"Athersys, Inc.",2020-03-16T04:00:00.000Z,TNS,-0.08,-0.06,25.0,0,EQUITY
