,Company,ESP,Estimate_eps,Estimate_sales,Reported_eps,Reported_sales,cap,symbol,timing,before,after,close,spy_before,spy_after,cons,beta,r2,dev,macd_before,macd_after
2020-07-27,Amrep Corporati...,,,,0.01,4.77,37.0,AXR,bmo,4.6,4.6,4.54,322.96,320.95,0.0014690831847245975,0.3188434821840289,0.060939793511468054,-0.333757859548738,-0.01754879718317411,-0.020238691046625047
2020-07-27,A.h. Belo Corpo...,,,,-0.16,35.42,34.0,AHC,amc,1.63,1.63,,322.96,320.95,0.004036851680515449,0.48267392677575327,0.07203280332875506,-0.20563247933699508,-0.005843630069138215,-0.004057106210658105
2020-07-27,Bioasis Technol...,,,,-0.01,0.0,18.0,BIOAF,amc,0.2303,0.2303,,322.96,320.95,0.0011637478234355456,1.054408905605889,0.09026342956637179,3.2433180958404146,-0.009362017758730062,-0.007924239430105055
2020-07-27,Champions Oncol...,,0.01,8.48,-0.16,8.75,111.0,CSBR,amc,8.95,8.76,,322.96,320.95,-5.706347132703772e-05,1.186828381741223,0.2508005381397753,-0.2406529246206162,-0.06846151730892347,-0.029146768855773636
2020-07-27,Crispr Therapeu...,,-0.92,23.08,-1.3,0.04,5598.0,CRSP,amc,92.12,90.9,,322.96,320.95,-0.0014376851338091345,0.9910547752871557,0.26067136399296775,-0.6740918474231855,-0.9246185970045007,-0.776758108836523
2020-07-27,Agnc Investment...,,0.46,330.9,0.58,372.0,7563.0,AGNC,amc,13.71,13.78,,322.96,320.95,0.0015412507911946199,0.8888517418511459,0.3243073854145798,0.1964288988333227,0.07201192456564963,0.07037898636995153
2020-07-27,The First Bancs...,,0.44,46.49,0.52,54.86,438.0,FBMS,amc,20.07,20.81,,322.96,320.95,0.002494387571811496,1.063041060581194,0.4561335809522111,-0.7478121684172722,0.046673224189980544,0.006088170727435838
2020-07-27,"Howard Bancorp,...",,0.15,19.91,0.2,22.88,187.0,HBMD,amc,9.97,9.96,,322.96,320.95,0.0026881187555410444,1.5399234188282405,0.5246794691857894,1.3054323628791142,0.030906750715718218,0.038146367245467314
2020-07-27,Ameris Bancorp,,0.6,218.95,0.61,284.77,1610.0,ABCB,bmo,23.18,23.28,22.96,322.96,320.95,0.0031112648117881106,1.5241477559752892,0.530051918119809,-0.45838284172339566,0.26489588315134055,0.24245185892146742
2020-07-27,Lincoln Electri...,,0.34,555.5,0.8,590.73,5436.0,LECO,bmo,91.53,93.99,93.74,322.96,320.95,0.00012624133268832136,1.0531416491116374,0.6875963804046858,0.02621553377116492,0.5596987171128085,0.4379414484124373
2020-07-27,"Trinet Group, I...",,1.11,267.41,2.03,335.0,4164.0,TNET,amc,63.01,68.85,,322.96,320.95,0.0016101594780133011,1.2242354056286948,0.3624279774315752,0.6014527375717176,0.24481440053910708,-0.11780593240125725
2020-07-27,Controladora Vu...,,-0.51,,-0.71,66.0,548.0,VLRS,bmo,5.42,5.62,5.11,322.96,320.95,0.004332857575472372,2.13945376872978,0.4989773344023951,-0.8664419818137958,0.05067920766340128,0.03439938828279565
2020-07-27,Simpson Manufac...,,0.63,253.3,1.22,326.08,3940.0,SSD,amc,94.2,90.24,,322.96,320.95,-0.001115228084367755,1.1101859230761575,0.4980796151341801,0.8426666988843823,0.6817613632883743,0.8950142760848767
2020-07-27,Tfi Internation...,,0.35,816.0,0.76,803.52,3506.0,TFII,amc,40.45,40.45,,322.96,320.95,-0.00032744367816265615,1.113570915975045,0.5375655093945311,0.39027553738242415,-0.11204598434226964,-0.08581202351877892
2020-07-27,Onemain Holding...,,0.22,771.63,0.8,806.0,3385.0,OMF,amc,25.46,28.93,,322.96,320.95,0.0037462127927978565,1.7930515402464824,0.40986839363877603,-0.5602445361629311,0.39935998379324433,0.1835769473018028
2020-07-27,Community Bank...,,0.53,144.54,0.76,144.89,3085.0,CBU,bmo,59.21,60.98,57.95,322.96,320.95,0.0008325526218268612,1.007857133278466,0.5280171074373547,-0.4391834176101564,0.6778117217811692,0.5910340096001552
2020-07-27,John Bean Techn...,,0.73,398.56,1.09,411.5,2853.0,JBT,amc,90.69,91.03,,322.96,320.95,0.002201067219338839,1.5729468267227191,0.5404246202411804,-0.889023640716591,0.5319881288639616,0.5691182607020668
2020-07-27,Potlatch Corpor...,,-0.01,171.4,0.04,181.56,2843.0,PCH,amc,44.1,43.07,,322.96,320.95,0.0006691373587817385,1.4770580732838952,0.5137384780547396,2.1492058831241603,0.2560776871268946,0.3016379862015257
2020-07-27,J  J Snack Food...,,-0.11,184.6,-0.4,214.56,2427.0,JJSF,amc,130.07,116.26,,322.96,320.95,0.0020695217287351473,1.13742395368542,0.5034688356939985,0.1801438766511543,-0.12367166404268223,0.793220673180089
2020-07-27,Bank Of Hawaii...,,0.95,167.62,0.98,177.96,2368.0,BOH,bmo,59.18,59.35,57.76,322.96,320.95,0.001997881676170722,1.1746968654179057,0.578458816038372,-0.24219967559053923,0.38593963288719624,0.3898164518647085
2020-07-27,First Interstat...,,0.48,164.47,0.58,162.2,1954.0,FIBK,amc,29.62,29.81,,322.96,320.95,0.0017045103895654617,1.1018584487765364,0.5024659009273229,-0.8416684949156278,0.11317372469350417,0.13584152592016652
2020-07-27,Commercewest Ba...,,,,0.28,7.06,65.0,CWBK,amc,18.4,18.4,,322.96,320.95,0.0009049804820742336,0.2383880869450309,0.07920116836542734,-0.199255798737446,0.03628296979417028,0.026434392696435063
2020-07-27,Nbt Bancorp Inc...,,0.43,112.55,0.56,115.46,1311.0,NBTB,amc,29.32,30.68,,322.96,320.95,0.001493104674716546,0.9934562673913634,0.5341036050547159,-0.9900894814646671,0.19632868877796342,0.15094697199286813
2020-07-27,Gladstone Comme...,,0.4,31.58,0.41,33.53,617.0,GOOD,amc,18.54,18.75,,322.96,320.95,0.0019336088165249033,1.516895407932601,0.3721139931843891,-0.3027680480608439,0.004941958265657548,-0.006433318041470876
2020-07-27,Seacor Holdings...,,0.16,191.26,0.39,172.59,551.0,CKH,amc,27.58,27.58,,322.96,320.95,0.003153428799903394,1.2386987575847304,0.4464755364393309,-0.5259162570923239,-0.0027806922210479174,0.00014940519804189367
2020-07-27,Costamare Inc.,,0.24,120.41,0.26,111.87,617.0,CMRE,amc,5.12,5.06,,322.96,320.95,0.0015612168783693042,1.069073239777996,0.2774005949554337,-0.4231489676576957,0.021663091176929713,0.026257162871554256
2020-07-27,"Healthstream, I...",,0.01,59.09,0.11,60.55,695.0,HSTM,amc,21.39,22.28,,322.96,320.95,0.0014336872556692437,0.6840257608612368,0.2772950275181333,1.6827172149599237,0.06545101969825791,0.03444617647708195
2020-07-27,Forterra Inc,,0.39,420.0,0.4,426.19,858.0,FRTA,amc,13.4,14.52,,322.96,320.95,-0.0004128711846363843,1.7820038687098108,0.30140404095436835,0.00035896409723643383,0.08555613186844613,0.033647354532456375
2020-07-27,Universal Healt...,,,,0.83,19.28,928.0,UHT,amc,67.7,67.7,,322.96,320.95,0.002444200895938275,1.712356317943084,0.5689373629968604,-0.7512083262340625,0.6572809747061727,0.6131876299548562
2020-07-27,Park National C...,,1.36,99.16,1.65,112.15,1125.0,PRK,amc,67.88,67.88,,322.96,320.95,0.0017837453395606023,0.9689843533601654,0.4352988783701972,-0.6728897349739815,0.17369735607149583,0.2523951885089364
2020-07-27,Heartland Finan...,,0.45,141.79,0.82,154.78,1148.0,HTLF,amc,30.64,31.26,,322.96,320.95,0.002557505252984781,1.4595776906060252,0.6283242937202973,-0.9980447716063772,0.07280554386701149,0.05154117936455238
2020-07-27,Lakeland Financ...,,0.51,48.55,0.77,50.7,1169.0,LKFN,bmo,45.47,46.8,45.73,322.96,320.95,0.0004960094476146769,1.0440689286080007,0.4535403097430255,-0.5492291770102299,0.11541217491787226,0.05564788955205491
2020-07-27,Pacific Premier...,,-0.43,140.67,-1.41,137.19,1264.0,PPBI,bmo,21.08,19.75,20.8,322.96,320.95,0.00251385172567231,1.521127029392599,0.5497676709311095,-0.6912362801430573,0.1003700646778519,0.18324579033347543
