timestamp,open,high,low,close,volume,hist,macd_long,macd_short,open_hist,ret_5d,ret_3d,ret_2d,ret_1d,ret_10d,mom,ind3,ind4,ind1,ind2,final_sig,ticker,mean,std,sharpe,beta,r2
2020-07-14,12.48,12.58,11.73,12.55,22412400,0.050027182782460655,0.13240115949786413,0.18242834228032478,0.09461988652172079,,,,,,0.2644077290134257,1,1,0.0,0.0,2,HBI,-0.6979885367692181,0.7260253321608645,-0.9613831719780348,0.948272291493723,0.4824570321505449
2020-07-14,168.55,175.8,167.9,172.85,8100,-0.03724996926277968,0.6663402696657441,0.6290903004029644,0.18556352350839922,,,,,,-0.02469369372004075,1,1,0.0,0.0,2,HIFS,,,,,
2020-07-14,14.9,14.93,14.55,14.93,10000,-0.011324766078408002,0.02465105096738547,0.013326284888977469,0.021510052317897477,,,,,,-0.07464656895670758,1,1,0.0,0.0,2,PTVCB,,,,,
2020-07-14,12.33,12.33,11.4,11.81,670200,0.00048208764884562216,0.07108568787297352,0.07156777552181914,0.044630504794259646,,,,,,0.0035316924208259578,1,1,0.0,0.0,2,VNDA,,,,,
2020-07-14,13.08,13.1,12.79,12.81,9900,-0.01002351784435046,-0.18749554289328646,-0.19751906073763692,0.010772671479340412,,,,,,-0.06348625731027473,1,1,0.0,0.0,2,MNSB,,,,,
2020-07-13,10.34,10.51,10.27,10.39,212800,0.013010714026070833,0.09748171963720227,0.1104924336632731,0.020563427878676904,,,,0.018286814244465877,,0.11716234412693596,1,1,0.0,0.0,2,KRO,,,,,
2020-07-13,16.21,16.67,16.06,16.27,2842000,0.03747903511414458,0.2165237608679959,0.2540027959821405,0.055827508912880436,,,,0.013521819299323834,,0.14433524611675488,1,1,0.0,0.0,2,JEF,-0.725136414752307,0.7465621050123339,-0.9713008601479004,1.2844707842237255,0.8371680505595434
2020-07-13,50.0,50.75,49.61,49.75,249000,-0.06421234467774405,0.012905138002191386,-0.05130720667555266,0.022756657213640716,,,,-0.010452261306532762,,-0.08879526836728485,1,1,0.0,0.0,2,CMP,,,,,
2020-07-13,7.76,7.82,7.5,7.51,134000,-0.009164014513596372,-0.08928629376597054,-0.09845030827956691,0.0038760527994699534,,,,0.013315579227696439,,-0.08517725033157583,1,1,0.0,0.0,2,BCOV,,,,,
2020-07-13,48.77,49.45,47.51,47.57,542800,-0.0031997083798661063,-0.3091642022959757,-0.3123639106758418,0.14209998564746884,,,,0.012823207904141265,,-0.0034353643171638076,1,1,0.0,0.0,2,SF,,,,,
2020-07-13,45.93,47.5,44.75,45.17,351900,-0.07077540496543222,0.9748057705274685,0.9040303655620363,0.007475258038328159,,,,0.009962364401151058,,-0.05890139082756732,1,1,0.0,0.0,2,CMD,-0.855798057289028,1.227116174238817,-0.697405897872613,1.2708258439824929,0.3033170220821788
2020-07-13,98.73,99.27,96.23,97.65,31972400,0.039727514879969617,-1.0360450147465758,-0.9963174998666062,0.32764422118963155,,,,0.005734767025089571,,0.027671169328275607,1,1,0.0,0.0,2,JPM,-0.5561138238356893,0.7898812807389083,-0.7040473516671555,1.3331713655828776,0.8056462294383728
2020-07-13,45.53,45.68,44.96,45.25,16702200,0.02271420380018291,-0.42126738418642723,-0.3985531803862443,0.07270790154561718,,,,0.013701657458563554,,0.03994981392796714,1,1,0.0,0.0,2,KO,-0.16643387989409975,0.5090051770963692,-0.3269787565688926,0.8201070392014116,0.7341634304355393
